#    L    TT             EE             TE             PP             TP          
     2    0.11307E+04    0.54830E-01    0.34060E+01    0.10150E+07    0.32036E+05
     3    0.10518E+04    0.88182E-01    0.42510E+01    0.15601E+07    0.37990E+05
     4    0.97935E+03    0.97610E-01    0.43557E+01    0.20441E+07    0.40766E+05
     5    0.92352E+03    0.85211E-01    0.40228E+01    0.24709E+07    0.41838E+05
     6    0.88290E+03    0.61937E-01    0.34869E+01    0.28468E+07    0.41942E+05
     7    0.85450E+03    0.38824E-01    0.28971E+01    0.31794E+07    0.41479E+05
     8    0.83514E+03    0.22186E-01    0.23403E+01    0.34749E+07    0.40684E+05
     9    0.82291E+03    0.13101E-01    0.18662E+01    0.37386E+07    0.39703E+05
    10    0.81618E+03    0.94400E-02    0.15004E+01    0.39742E+07    0.38627E+05
    11    0.81356E+03    0.83201E-02    0.12478E+01    0.41862E+07    0.37533E+05
    12    0.81456E+03    0.77267E-02    0.11004E+01    0.43755E+07    0.36433E+05
    13    0.81780E+03    0.69149E-02    0.10393E+01    0.45468E+07    0.35384E+05
    14    0.82295E+03    0.59958E-02    0.10416E+01    0.47003E+07    0.34361E+05
    15    0.82960E+03    0.53209E-02    0.10843E+01    0.48392E+07    0.33381E+05
    16    0.83786E+03    0.50769E-02    0.11476E+01    0.49644E+07    0.32424E+05
    17    0.84709E+03    0.52035E-02    0.12165E+01    0.50765E+07    0.31497E+05
    18    0.85691E+03    0.55173E-02    0.12804E+01    0.51781E+07    0.30602E+05
    19    0.86829E+03    0.58787E-02    0.13364E+01    0.52695E+07    0.29743E+05
    20    0.88011E+03    0.62554E-02    0.13823E+01    0.53511E+07    0.28898E+05
    21    0.89246E+03    0.67164E-02    0.14212E+01    0.54243E+07    0.28077E+05
    22    0.90530E+03    0.73572E-02    0.14566E+01    0.54899E+07    0.27284E+05
    23    0.91856E+03    0.82445E-02    0.14913E+01    0.55485E+07    0.26521E+05
    24    0.93225E+03    0.93953E-02    0.15269E+01    0.56001E+07    0.25794E+05
    25    0.94632E+03    0.10792E-01    0.15664E+01    0.56459E+07    0.25098E+05
    26    0.96073E+03    0.12401E-01    0.16117E+01    0.56862E+07    0.24426E+05
    27    0.97547E+03    0.14196E-01    0.16602E+01    0.57212E+07    0.23786E+05
    28    0.99044E+03    0.16168E-01    0.17079E+01    0.57516E+07    0.23179E+05
    29    0.10058E+04    0.18319E-01    0.17522E+01    0.57774E+07    0.22600E+05
    30    0.10214E+04    0.20644E-01    0.17922E+01    0.57992E+07    0.22038E+05
    31    0.10372E+04    0.23137E-01    0.18242E+01    0.58170E+07    0.21493E+05
    32    0.10533E+04    0.25798E-01    0.18455E+01    0.58314E+07    0.20971E+05
    33    0.10696E+04    0.28633E-01    0.18539E+01    0.58426E+07    0.20474E+05
    34    0.10862E+04    0.31652E-01    0.18514E+01    0.58507E+07    0.19992E+05
    35    0.11030E+04    0.34874E-01    0.18385E+01    0.58558E+07    0.19520E+05
    36    0.11200E+04    0.38315E-01    0.18149E+01    0.58584E+07    0.19061E+05
    37    0.11373E+04    0.41992E-01    0.17802E+01    0.58586E+07    0.18620E+05
    38    0.11548E+04    0.45920E-01    0.17352E+01    0.58564E+07    0.18197E+05
    39    0.11723E+04    0.50110E-01    0.16828E+01    0.58521E+07    0.17789E+05
    40    0.11902E+04    0.54553E-01    0.16251E+01    0.58457E+07    0.17395E+05
    41    0.12082E+04    0.59218E-01    0.15590E+01    0.58376E+07    0.17019E+05
    42    0.12265E+04    0.64102E-01    0.14778E+01    0.58278E+07    0.16661E+05
    43    0.12448E+04    0.69266E-01    0.13802E+01    0.58163E+07    0.16316E+05
    44    0.12631E+04    0.74779E-01    0.12707E+01    0.58033E+07    0.15982E+05
    45    0.12819E+04    0.80598E-01    0.11560E+01    0.57888E+07    0.15659E+05
    46    0.13009E+04    0.86635E-01    0.10329E+01    0.57731E+07    0.15345E+05
    47    0.13200E+04    0.92911E-01    0.89358E+00    0.57563E+07    0.15036E+05
    48    0.13392E+04    0.99537E-01    0.73859E+00    0.57382E+07    0.14734E+05
    49    0.13588E+04    0.10651E+00    0.57800E+00    0.57191E+07    0.14440E+05
    50    0.13787E+04    0.11364E+00    0.41733E+00    0.56990E+07    0.14153E+05
    51    0.13989E+04    0.12079E+00    0.24649E+00    0.56780E+07    0.13871E+05
    52    0.14189E+04    0.12806E+00    0.48859E-01    0.56562E+07    0.13597E+05
    53    0.14392E+04    0.13573E+00   -0.18040E+00    0.56336E+07    0.13332E+05
    54    0.14597E+04    0.14397E+00   -0.42568E+00    0.56102E+07    0.13078E+05
    55    0.14804E+04    0.15268E+00   -0.66972E+00    0.55862E+07    0.12832E+05
    56    0.15012E+04    0.16164E+00   -0.91245E+00    0.55615E+07    0.12594E+05
    57    0.15222E+04    0.17072E+00   -0.11654E+01    0.55364E+07    0.12367E+05
    58    0.15437E+04    0.17998E+00   -0.14407E+01    0.55106E+07    0.12154E+05
    59    0.15651E+04    0.18952E+00   -0.17320E+01    0.54844E+07    0.11946E+05
    60    0.15866E+04    0.19939E+00   -0.20343E+01    0.54577E+07    0.11743E+05
    61    0.16086E+04    0.20954E+00   -0.23468E+01    0.54306E+07    0.11544E+05
    62    0.16309E+04    0.21994E+00   -0.26717E+01    0.54032E+07    0.11350E+05
    63    0.16533E+04    0.23058E+00   -0.30069E+01    0.53754E+07    0.11158E+05
    64    0.16758E+04    0.24145E+00   -0.33526E+01    0.53472E+07    0.10970E+05
    65    0.16987E+04    0.25247E+00   -0.37111E+01    0.53189E+07    0.10786E+05
    66    0.17219E+04    0.26360E+00   -0.40853E+01    0.52902E+07    0.10605E+05
    67    0.17451E+04    0.27494E+00   -0.44800E+01    0.52614E+07    0.10424E+05
    68    0.17683E+04    0.28669E+00   -0.48955E+01    0.52324E+07    0.10246E+05
    69    0.17917E+04    0.29891E+00   -0.53254E+01    0.52031E+07    0.10075E+05
    70    0.18158E+04    0.31151E+00   -0.57612E+01    0.51737E+07    0.99133E+04
    71    0.18398E+04    0.32427E+00   -0.61929E+01    0.51441E+07    0.97570E+04
    72    0.18640E+04    0.33707E+00   -0.66276E+01    0.51145E+07    0.96067E+04
    73    0.18887E+04    0.34988E+00   -0.70753E+01    0.50848E+07    0.94623E+04
    74    0.19138E+04    0.36278E+00   -0.75389E+01    0.50551E+07    0.93227E+04
    75    0.19388E+04    0.37587E+00   -0.80147E+01    0.50252E+07    0.91854E+04
    76    0.19638E+04    0.38922E+00   -0.85031E+01    0.49953E+07    0.90523E+04
    77    0.19895E+04    0.40279E+00   -0.90054E+01    0.49653E+07    0.89244E+04
    78    0.20154E+04    0.41650E+00   -0.95158E+01    0.49354E+07    0.87964E+04
    79    0.20413E+04    0.43030E+00   -0.10035E+02    0.49054E+07    0.86663E+04
    80    0.20673E+04    0.44421E+00   -0.10568E+02    0.48755E+07    0.85360E+04
    81    0.20937E+04    0.45831E+00   -0.11117E+02    0.48457E+07    0.84069E+04
    82    0.21205E+04    0.47262E+00   -0.11679E+02    0.48158E+07    0.82813E+04
    83    0.21470E+04    0.48713E+00   -0.12242E+02    0.47859E+07    0.81576E+04
    84    0.21740E+04    0.50174E+00   -0.12806E+02    0.47561E+07    0.80403E+04
    85    0.22016E+04    0.51631E+00   -0.13372E+02    0.47264E+07    0.79290E+04
    86    0.22292E+04    0.53077E+00   -0.13938E+02    0.46967E+07    0.78200E+04
    87    0.22570E+04    0.54515E+00   -0.14510E+02    0.46672E+07    0.77140E+04
    88    0.22849E+04    0.55956E+00   -0.15094E+02    0.46379E+07    0.76125E+04
    89    0.23135E+04    0.57406E+00   -0.15694E+02    0.46085E+07    0.75165E+04
    90    0.23421E+04    0.58866E+00   -0.16300E+02    0.45792E+07    0.74212E+04
    91    0.23705E+04    0.60335E+00   -0.16911E+02    0.45500E+07    0.73262E+04
    92    0.23994E+04    0.61805E+00   -0.17529E+02    0.45209E+07    0.72333E+04
    93    0.24287E+04    0.63270E+00   -0.18151E+02    0.44920E+07    0.71399E+04
    94    0.24579E+04    0.64730E+00   -0.18775E+02    0.44632E+07    0.70438E+04
    95    0.24873E+04    0.66185E+00   -0.19402E+02    0.44347E+07    0.69482E+04
    96    0.25170E+04    0.67633E+00   -0.20033E+02    0.44062E+07    0.68556E+04
    97    0.25473E+04    0.69069E+00   -0.20667E+02    0.43778E+07    0.67678E+04
    98    0.25773E+04    0.70490E+00   -0.21294E+02    0.43495E+07    0.66807E+04
    99    0.26076E+04    0.71892E+00   -0.21919E+02    0.43214E+07    0.65966E+04
   100    0.26384E+04    0.73278E+00   -0.22550E+02    0.42934E+07    0.65176E+04
   101    0.26693E+04    0.74649E+00   -0.23182E+02    0.42657E+07    0.64399E+04
   102    0.27001E+04    0.76011E+00   -0.23816E+02    0.42381E+07    0.63621E+04
   103    0.27311E+04    0.77365E+00   -0.24453E+02    0.42107E+07    0.62861E+04
   104    0.27626E+04    0.78708E+00   -0.25095E+02    0.41834E+07    0.62141E+04
   105    0.27943E+04    0.80034E+00   -0.25733E+02    0.41563E+07    0.61432E+04
   106    0.28256E+04    0.81337E+00   -0.26362E+02    0.41293E+07    0.60708E+04
   107    0.28575E+04    0.82614E+00   -0.26989E+02    0.41025E+07    0.59994E+04
   108    0.28897E+04    0.83862E+00   -0.27614E+02    0.40759E+07    0.59299E+04
   109    0.29218E+04    0.85079E+00   -0.28231E+02    0.40494E+07    0.58598E+04
   110    0.29540E+04    0.86269E+00   -0.28844E+02    0.40232E+07    0.57892E+04
   111    0.29863E+04    0.87434E+00   -0.29455E+02    0.39972E+07    0.57201E+04
   112    0.30194E+04    0.88571E+00   -0.30066E+02    0.39713E+07    0.56549E+04
   113    0.30520E+04    0.89680E+00   -0.30668E+02    0.39456E+07    0.55899E+04
   114    0.30845E+04    0.90763E+00   -0.31263E+02    0.39200E+07    0.55244E+04
   115    0.31177E+04    0.91816E+00   -0.31856E+02    0.38946E+07    0.54605E+04
   116    0.31509E+04    0.92836E+00   -0.32440E+02    0.38695E+07    0.53980E+04
   117    0.31839E+04    0.93821E+00   -0.33011E+02    0.38445E+07    0.53362E+04
   118    0.32172E+04    0.94769E+00   -0.33575E+02    0.38196E+07    0.52753E+04
   119    0.32506E+04    0.95681E+00   -0.34131E+02    0.37951E+07    0.52167E+04
   120    0.32844E+04    0.96552E+00   -0.34678E+02    0.37706E+07    0.51620E+04
   121    0.33177E+04    0.97384E+00   -0.35210E+02    0.37463E+07    0.51081E+04
   122    0.33512E+04    0.98179E+00   -0.35736E+02    0.37223E+07    0.50546E+04
   123    0.33852E+04    0.98935E+00   -0.36254E+02    0.36984E+07    0.50015E+04
   124    0.34188E+04    0.99651E+00   -0.36758E+02    0.36746E+07    0.49480E+04
   125    0.34524E+04    0.10033E+01   -0.37249E+02    0.36511E+07    0.48945E+04
   126    0.34864E+04    0.10096E+01   -0.37730E+02    0.36278E+07    0.48412E+04
   127    0.35203E+04    0.10155E+01   -0.38198E+02    0.36046E+07    0.47883E+04
   128    0.35543E+04    0.10210E+01   -0.38652E+02    0.35817E+07    0.47383E+04
   129    0.35878E+04    0.10260E+01   -0.39088E+02    0.35589E+07    0.46905E+04
   130    0.36219E+04    0.10305E+01   -0.39515E+02    0.35362E+07    0.46447E+04
   131    0.36559E+04    0.10347E+01   -0.39926E+02    0.35138E+07    0.45993E+04
   132    0.36895E+04    0.10383E+01   -0.40318E+02    0.34915E+07    0.45542E+04
   133    0.37233E+04    0.10415E+01   -0.40696E+02    0.34694E+07    0.45102E+04
   134    0.37574E+04    0.10443E+01   -0.41060E+02    0.34475E+07    0.44654E+04
   135    0.37910E+04    0.10466E+01   -0.41404E+02    0.34258E+07    0.44187E+04
   136    0.38246E+04    0.10484E+01   -0.41731E+02    0.34043E+07    0.43728E+04
   137    0.38583E+04    0.10497E+01   -0.42042E+02    0.33829E+07    0.43291E+04
   138    0.38920E+04    0.10506E+01   -0.42335E+02    0.33618E+07    0.42856E+04
   139    0.39254E+04    0.10510E+01   -0.42607E+02    0.33408E+07    0.42415E+04
   140    0.39586E+04    0.10510E+01   -0.42858E+02    0.33199E+07    0.41987E+04
   141    0.39920E+04    0.10505E+01   -0.43093E+02    0.32992E+07    0.41587E+04
   142    0.40253E+04    0.10495E+01   -0.43308E+02    0.32787E+07    0.41189E+04
   143    0.40581E+04    0.10481E+01   -0.43500E+02    0.32584E+07    0.40780E+04
   144    0.40910E+04    0.10462E+01   -0.43672E+02    0.32383E+07    0.40389E+04
   145    0.41238E+04    0.10438E+01   -0.43824E+02    0.32184E+07    0.40023E+04
   146    0.41563E+04    0.10410E+01   -0.43952E+02    0.31984E+07    0.39654E+04
   147    0.41887E+04    0.10378E+01   -0.44059E+02    0.31788E+07    0.39279E+04
   148    0.42210E+04    0.10342E+01   -0.44144E+02    0.31593E+07    0.38915E+04
   149    0.42532E+04    0.10301E+01   -0.44207E+02    0.31400E+07    0.38567E+04
   150    0.42852E+04    0.10256E+01   -0.44247E+02    0.31209E+07    0.38213E+04
   151    0.43169E+04    0.10206E+01   -0.44263E+02    0.31020E+07    0.37843E+04
   152    0.43486E+04    0.10153E+01   -0.44256E+02    0.30830E+07    0.37478E+04
   153    0.43799E+04    0.10095E+01   -0.44226E+02    0.30644E+07    0.37131E+04
   154    0.44108E+04    0.10034E+01   -0.44170E+02    0.30459E+07    0.36783E+04
   155    0.44414E+04    0.99697E+00   -0.44091E+02    0.30276E+07    0.36426E+04
   156    0.44719E+04    0.99016E+00   -0.43987E+02    0.30095E+07    0.36079E+04
   157    0.45018E+04    0.98299E+00   -0.43855E+02    0.29913E+07    0.35748E+04
   158    0.45316E+04    0.97553E+00   -0.43699E+02    0.29734E+07    0.35426E+04
   159    0.45611E+04    0.96774E+00   -0.43518E+02    0.29557E+07    0.35096E+04
   160    0.45906E+04    0.95965E+00   -0.43313E+02    0.29382E+07    0.34769E+04
   161    0.46197E+04    0.95127E+00   -0.43082E+02    0.29208E+07    0.34461E+04
   162    0.46485E+04    0.94257E+00   -0.42824E+02    0.29034E+07    0.34153E+04
   163    0.46773E+04    0.93362E+00   -0.42543E+02    0.28863E+07    0.33834E+04
   164    0.47058E+04    0.92443E+00   -0.42236E+02    0.28693E+07    0.33514E+04
   165    0.47339E+04    0.91500E+00   -0.41902E+02    0.28525E+07    0.33211E+04
   166    0.47618E+04    0.90537E+00   -0.41544E+02    0.28359E+07    0.32915E+04
   167    0.47894E+04    0.89553E+00   -0.41159E+02    0.28192E+07    0.32605E+04
   168    0.48166E+04    0.88554E+00   -0.40747E+02    0.28028E+07    0.32296E+04
   169    0.48435E+04    0.87541E+00   -0.40309E+02    0.27866E+07    0.32012E+04
   170    0.48700E+04    0.86517E+00   -0.39845E+02    0.27705E+07    0.31742E+04
   171    0.48962E+04    0.85483E+00   -0.39355E+02    0.27546E+07    0.31465E+04
   172    0.49218E+04    0.84439E+00   -0.38836E+02    0.27386E+07    0.31179E+04
   173    0.49472E+04    0.83393E+00   -0.38292E+02    0.27229E+07    0.30915E+04
   174    0.49722E+04    0.82344E+00   -0.37721E+02    0.27074E+07    0.30663E+04
   175    0.49968E+04    0.81294E+00   -0.37124E+02    0.26920E+07    0.30395E+04
   176    0.50209E+04    0.80248E+00   -0.36499E+02    0.26767E+07    0.30110E+04
   177    0.50446E+04    0.79206E+00   -0.35848E+02    0.26615E+07    0.29839E+04
   178    0.50679E+04    0.78170E+00   -0.35171E+02    0.26464E+07    0.29580E+04
   179    0.50907E+04    0.77147E+00   -0.34467E+02    0.26315E+07    0.29311E+04
   180    0.51131E+04    0.76136E+00   -0.33736E+02    0.26167E+07    0.29032E+04
   181    0.51351E+04    0.75142E+00   -0.32981E+02    0.26021E+07    0.28776E+04
   182    0.51568E+04    0.74167E+00   -0.32199E+02    0.25876E+07    0.28546E+04
   183    0.51777E+04    0.73212E+00   -0.31389E+02    0.25730E+07    0.28308E+04
   184    0.51983E+04    0.72283E+00   -0.30554E+02    0.25588E+07    0.28064E+04
   185    0.52185E+04    0.71383E+00   -0.29695E+02    0.25446E+07    0.27836E+04
   186    0.52381E+04    0.70513E+00   -0.28809E+02    0.25306E+07    0.27627E+04
   187    0.52572E+04    0.69678E+00   -0.27898E+02    0.25167E+07    0.27407E+04
   188    0.52758E+04    0.68878E+00   -0.26961E+02    0.25028E+07    0.27164E+04
   189    0.52940E+04    0.68120E+00   -0.26001E+02    0.24891E+07    0.26926E+04
   190    0.53117E+04    0.67406E+00   -0.25015E+02    0.24755E+07    0.26702E+04
   191    0.53288E+04    0.66739E+00   -0.24005E+02    0.24621E+07    0.26472E+04
   192    0.53456E+04    0.66122E+00   -0.22972E+02    0.24488E+07    0.26224E+04
   193    0.53616E+04    0.65558E+00   -0.21913E+02    0.24354E+07    0.25980E+04
   194    0.53773E+04    0.65051E+00   -0.20832E+02    0.24223E+07    0.25762E+04
   195    0.53924E+04    0.64606E+00   -0.19727E+02    0.24093E+07    0.25551E+04
   196    0.54070E+04    0.64224E+00   -0.18600E+02    0.23965E+07    0.25327E+04
   197    0.54210E+04    0.63909E+00   -0.17450E+02    0.23837E+07    0.25108E+04
   198    0.54344E+04    0.63664E+00   -0.16276E+02    0.23708E+07    0.24912E+04
   199    0.54473E+04    0.63494E+00   -0.15082E+02    0.23583E+07    0.24723E+04
   200    0.54596E+04    0.63401E+00   -0.13866E+02    0.23458E+07    0.24515E+04
   201    0.54714E+04    0.63390E+00   -0.12629E+02    0.23335E+07    0.24304E+04
   202    0.54827E+04    0.63463E+00   -0.11371E+02    0.23212E+07    0.24113E+04
   203    0.54935E+04    0.63624E+00   -0.10092E+02    0.23089E+07    0.23922E+04
   204    0.55037E+04    0.63877E+00   -0.87945E+01    0.22968E+07    0.23714E+04
   205    0.55134E+04    0.64226E+00   -0.74773E+01    0.22849E+07    0.23501E+04
   206    0.55227E+04    0.64673E+00   -0.61411E+01    0.22731E+07    0.23311E+04
   207    0.55313E+04    0.65222E+00   -0.47864E+01    0.22613E+07    0.23132E+04
   208    0.55392E+04    0.65877E+00   -0.34128E+01    0.22495E+07    0.22933E+04
   209    0.55466E+04    0.66641E+00   -0.20222E+01    0.22379E+07    0.22730E+04
   210    0.55534E+04    0.67519E+00   -0.61433E+00    0.22264E+07    0.22550E+04
   211    0.55595E+04    0.68512E+00    0.81029E+00    0.22150E+07    0.22383E+04
   212    0.55649E+04    0.69626E+00    0.22512E+01    0.22038E+07    0.22198E+04
   213    0.55696E+04    0.70864E+00    0.37080E+01    0.21925E+07    0.21998E+04
   214    0.55738E+04    0.72228E+00    0.51797E+01    0.21813E+07    0.21817E+04
   215    0.55773E+04    0.73722E+00    0.66660E+01    0.21703E+07    0.21652E+04
   216    0.55801E+04    0.75350E+00    0.81662E+01    0.21594E+07    0.21472E+04
   217    0.55824E+04    0.77115E+00    0.96798E+01    0.21485E+07    0.21274E+04
   218    0.55840E+04    0.79021E+00    0.11206E+02    0.21376E+07    0.21092E+04
   219    0.55850E+04    0.81070E+00    0.12745E+02    0.21270E+07    0.20935E+04
   220    0.55855E+04    0.83266E+00    0.14295E+02    0.21164E+07    0.20769E+04
   221    0.55853E+04    0.85612E+00    0.15856E+02    0.21059E+07    0.20584E+04
   222    0.55846E+04    0.88112E+00    0.17428E+02    0.20955E+07    0.20413E+04
   223    0.55831E+04    0.90768E+00    0.19009E+02    0.20850E+07    0.20265E+04
   224    0.55811E+04    0.93584E+00    0.20600E+02    0.20747E+07    0.20111E+04
   225    0.55786E+04    0.96562E+00    0.22198E+02    0.20645E+07    0.19934E+04
   226    0.55754E+04    0.99705E+00    0.23805E+02    0.20545E+07    0.19761E+04
   227    0.55716E+04    0.10302E+01    0.25419E+02    0.20444E+07    0.19611E+04
   228    0.55671E+04    0.10650E+01    0.27039E+02    0.20344E+07    0.19454E+04
   229    0.55621E+04    0.11016E+01    0.28665E+02    0.20245E+07    0.19275E+04
   230    0.55565E+04    0.11399E+01    0.30297E+02    0.20147E+07    0.19096E+04
   231    0.55503E+04    0.11801E+01    0.31933E+02    0.20050E+07    0.18943E+04
   232    0.55435E+04    0.12221E+01    0.33572E+02    0.19954E+07    0.18796E+04
   233    0.55360E+04    0.12659E+01    0.35215E+02    0.19857E+07    0.18626E+04
   234    0.55280E+04    0.13116E+01    0.36860E+02    0.19762E+07    0.18458E+04
   235    0.55194E+04    0.13592E+01    0.38507E+02    0.19667E+07    0.18319E+04
   236    0.55102E+04    0.14087E+01    0.40155E+02    0.19574E+07    0.18189E+04
   237    0.55003E+04    0.14601E+01    0.41802E+02    0.19480E+07    0.18038E+04
   238    0.54899E+04    0.15136E+01    0.43450E+02    0.19388E+07    0.17881E+04
   239    0.54790E+04    0.15690E+01    0.45097E+02    0.19297E+07    0.17746E+04
   240    0.54674E+04    0.16264E+01    0.46741E+02    0.19206E+07    0.17621E+04
   241    0.54553E+04    0.16858E+01    0.48384E+02    0.19116E+07    0.17473E+04
   242    0.54425E+04    0.17473E+01    0.50022E+02    0.19025E+07    0.17309E+04
   243    0.54293E+04    0.18108E+01    0.51657E+02    0.18937E+07    0.17166E+04
   244    0.54155E+04    0.18765E+01    0.53288E+02    0.18849E+07    0.17037E+04
   245    0.54011E+04    0.19442E+01    0.54913E+02    0.18761E+07    0.16889E+04
   246    0.53862E+04    0.20140E+01    0.56532E+02    0.18675E+07    0.16726E+04
   247    0.53706E+04    0.20860E+01    0.58143E+02    0.18587E+07    0.16581E+04
   248    0.53545E+04    0.21600E+01    0.59747E+02    0.18502E+07    0.16458E+04
   249    0.53379E+04    0.22363E+01    0.61343E+02    0.18417E+07    0.16323E+04
   250    0.53207E+04    0.23146E+01    0.62930E+02    0.18333E+07    0.16169E+04
   251    0.53030E+04    0.23952E+01    0.64507E+02    0.18249E+07    0.16031E+04
   252    0.52846E+04    0.24779E+01    0.66072E+02    0.18165E+07    0.15915E+04
   253    0.52658E+04    0.25628E+01    0.67627E+02    0.18082E+07    0.15791E+04
   254    0.52465E+04    0.26498E+01    0.69170E+02    0.18001E+07    0.15643E+04
   255    0.52267E+04    0.27391E+01    0.70701E+02    0.17919E+07    0.15502E+04
   256    0.52065E+04    0.28306E+01    0.72219E+02    0.17839E+07    0.15387E+04
   257    0.51857E+04    0.29242E+01    0.73722E+02    0.17758E+07    0.15267E+04
   258    0.51645E+04    0.30201E+01    0.75211E+02    0.17678E+07    0.15122E+04
   259    0.51429E+04    0.31181E+01    0.76686E+02    0.17599E+07    0.14979E+04
   260    0.51209E+04    0.32184E+01    0.78144E+02    0.17520E+07    0.14865E+04
   261    0.50985E+04    0.33208E+01    0.79587E+02    0.17443E+07    0.14755E+04
   262    0.50755E+04    0.34254E+01    0.81010E+02    0.17364E+07    0.14620E+04
   263    0.50522E+04    0.35322E+01    0.82418E+02    0.17287E+07    0.14482E+04
   264    0.50284E+04    0.36412E+01    0.83807E+02    0.17211E+07    0.14371E+04
   265    0.50043E+04    0.37524E+01    0.85177E+02    0.17136E+07    0.14269E+04
   266    0.49797E+04    0.38657E+01    0.86525E+02    0.17059E+07    0.14142E+04
   267    0.49547E+04    0.39812E+01    0.87854E+02    0.16984E+07    0.14004E+04
   268    0.49294E+04    0.40988E+01    0.89162E+02    0.16910E+07    0.13889E+04
   269    0.49036E+04    0.42185E+01    0.90448E+02    0.16836E+07    0.13787E+04
   270    0.48775E+04    0.43404E+01    0.91713E+02    0.16763E+07    0.13664E+04
   271    0.48509E+04    0.44643E+01    0.92952E+02    0.16690E+07    0.13526E+04
   272    0.48240E+04    0.45904E+01    0.94169E+02    0.16617E+07    0.13408E+04
   273    0.47968E+04    0.47185E+01    0.95362E+02    0.16546E+07    0.13311E+04
   274    0.47692E+04    0.48487E+01    0.96530E+02    0.16475E+07    0.13199E+04
   275    0.47413E+04    0.49809E+01    0.97673E+02    0.16404E+07    0.13069E+04
   276    0.47130E+04    0.51150E+01    0.98788E+02    0.16332E+07    0.12956E+04
   277    0.46845E+04    0.52512E+01    0.99879E+02    0.16263E+07    0.12866E+04
   278    0.46556E+04    0.53893E+01    0.10094E+03    0.16193E+07    0.12764E+04
   279    0.46265E+04    0.55294E+01    0.10198E+03    0.16124E+07    0.12639E+04
   280    0.45970E+04    0.56714E+01    0.10299E+03    0.16056E+07    0.12524E+04
   281    0.45672E+04    0.58152E+01    0.10397E+03    0.15987E+07    0.12430E+04
   282    0.45373E+04    0.59609E+01    0.10492E+03    0.15920E+07    0.12330E+04
   283    0.45070E+04    0.61084E+01    0.10584E+03    0.15852E+07    0.12202E+04
   284    0.44766E+04    0.62577E+01    0.10673E+03    0.15786E+07    0.12077E+04
   285    0.44459E+04    0.64088E+01    0.10759E+03    0.15720E+07    0.11981E+04
   286    0.44148E+04    0.65615E+01    0.10842E+03    0.15653E+07    0.11885E+04
   287    0.43837E+04    0.67160E+01    0.10922E+03    0.15587E+07    0.11764E+04
   288    0.43523E+04    0.68721E+01    0.10999E+03    0.15522E+07    0.11643E+04
   289    0.43208E+04    0.70299E+01    0.11073E+03    0.15458E+07    0.11552E+04
   290    0.42890E+04    0.71891E+01    0.11143E+03    0.15393E+07    0.11470E+04
   291    0.42571E+04    0.73499E+01    0.11210E+03    0.15329E+07    0.11366E+04
   292    0.42250E+04    0.75122E+01    0.11274E+03    0.15265E+07    0.11252E+04
   293    0.41929E+04    0.76760E+01    0.11335E+03    0.15203E+07    0.11162E+04
   294    0.41606E+04    0.78412E+01    0.11392E+03    0.15140E+07    0.11086E+04
   295    0.41280E+04    0.80076E+01    0.11445E+03    0.15077E+07    0.10989E+04
   296    0.40955E+04    0.81754E+01    0.11496E+03    0.15015E+07    0.10873E+04
   297    0.40628E+04    0.83446E+01    0.11543E+03    0.14953E+07    0.10775E+04
   298    0.40301E+04    0.85149E+01    0.11586E+03    0.14892E+07    0.10697E+04
   299    0.39972E+04    0.86864E+01    0.11626E+03    0.14832E+07    0.10603E+04
   300    0.39643E+04    0.88589E+01    0.11662E+03    0.14771E+07    0.10487E+04
   301    0.39313E+04    0.90326E+01    0.11695E+03    0.14711E+07    0.10386E+04
   302    0.38982E+04    0.92073E+01    0.11724E+03    0.14651E+07    0.10310E+04
   303    0.38651E+04    0.93829E+01    0.11750E+03    0.14592E+07    0.10225E+04
   304    0.38318E+04    0.95593E+01    0.11772E+03    0.14532E+07    0.10116E+04
   305    0.37986E+04    0.97367E+01    0.11790E+03    0.14474E+07    0.10017E+04
   306    0.37654E+04    0.99149E+01    0.11805E+03    0.14416E+07    0.99447E+03
   307    0.37321E+04    0.10094E+02    0.11816E+03    0.14358E+07    0.98676E+03
   308    0.36988E+04    0.10274E+02    0.11823E+03    0.14300E+07    0.97635E+03
   309    0.36654E+04    0.10454E+02    0.11826E+03    0.14242E+07    0.96608E+03
   310    0.36321E+04    0.10634E+02    0.11826E+03    0.14186E+07    0.95860E+03
   311    0.35988E+04    0.10816E+02    0.11822E+03    0.14129E+07    0.95133E+03
   312    0.35656E+04    0.10997E+02    0.11814E+03    0.14073E+07    0.94139E+03
   313    0.35324E+04    0.11180E+02    0.11803E+03    0.14017E+07    0.93086E+03
   314    0.34992E+04    0.11362E+02    0.11787E+03    0.13961E+07    0.92304E+03
   315    0.34661E+04    0.11544E+02    0.11768E+03    0.13906E+07    0.91649E+03
   316    0.34331E+04    0.11727E+02    0.11746E+03    0.13851E+07    0.90756E+03
   317    0.34002E+04    0.11910E+02    0.11719E+03    0.13797E+07    0.89726E+03
   318    0.33673E+04    0.12093E+02    0.11689E+03    0.13742E+07    0.88929E+03
   319    0.33346E+04    0.12276E+02    0.11655E+03    0.13688E+07    0.88319E+03
   320    0.33020E+04    0.12459E+02    0.11618E+03    0.13634E+07    0.87531E+03
   321    0.32695E+04    0.12642E+02    0.11577E+03    0.13581E+07    0.86528E+03
   322    0.32371E+04    0.12825E+02    0.11532E+03    0.13528E+07    0.85679E+03
