#    L    TT             EE             TE             PP             TP          
  1103    0.11606E+04    0.17814E+02   -0.71007E+02    0.17803E+06    0.14587E+02
  1104    0.11628E+04    0.17573E+02   -0.70367E+02    0.17770E+06    0.11152E+02
  1105    0.11649E+04    0.17335E+02   -0.69710E+02    0.17738E+06   -0.74377E+01
  1106    0.11669E+04    0.17100E+02   -0.69037E+02    0.17705E+06   -0.13360E+02
  1107    0.11688E+04    0.16869E+02   -0.68346E+02    0.17672E+06    0.23627E+01
  1108    0.11707E+04    0.16642E+02   -0.67641E+02    0.17640E+06    0.16091E+02
  1109    0.11725E+04    0.16418E+02   -0.66921E+02    0.17607E+06    0.69473E+01
  1110    0.11743E+04    0.16198E+02   -0.66185E+02    0.17575E+06   -0.11664E+02
  1111    0.11760E+04    0.15982E+02   -0.65435E+02    0.17543E+06   -0.11834E+02
  1112    0.11776E+04    0.15770E+02   -0.64670E+02    0.17511E+06    0.68314E+01
  1113    0.11791E+04    0.15561E+02   -0.63893E+02    0.17478E+06    0.16261E+02
  1114    0.11805E+04    0.15357E+02   -0.63102E+02    0.17446E+06    0.20344E+01
  1115    0.11819E+04    0.15157E+02   -0.62298E+02    0.17414E+06   -0.14748E+02
  1116    0.11832E+04    0.14961E+02   -0.61480E+02    0.17382E+06   -0.88804E+01
  1117    0.11845E+04    0.14769E+02   -0.60652E+02    0.17351E+06    0.11015E+02
  1118    0.11856E+04    0.14582E+02   -0.59811E+02    0.17319E+06    0.15022E+02
  1119    0.11867E+04    0.14398E+02   -0.58960E+02    0.17287E+06   -0.31561E+01
  1120    0.11877E+04    0.14220E+02   -0.58096E+02    0.17256E+06   -0.16415E+02
  1121    0.11886E+04    0.14045E+02   -0.57223E+02    0.17224E+06   -0.47752E+01
  1122    0.11894E+04    0.13875E+02   -0.56340E+02    0.17193E+06    0.14500E+02
  1123    0.11902E+04    0.13710E+02   -0.55448E+02    0.17161E+06    0.12436E+02
  1124    0.11908E+04    0.13550E+02   -0.54545E+02    0.17130E+06   -0.81690E+01
  1125    0.11914E+04    0.13394E+02   -0.53635E+02    0.17099E+06   -0.16504E+02
  1126    0.11919E+04    0.13242E+02   -0.52716E+02    0.17068E+06    0.10302E+00
  1127    0.11923E+04    0.13096E+02   -0.51789E+02    0.17037E+06    0.16929E+02
  1128    0.11926E+04    0.12954E+02   -0.50855E+02    0.17006E+06    0.86678E+01
  1129    0.11929E+04    0.12817E+02   -0.49913E+02    0.16975E+06   -0.12569E+02
  1130    0.11930E+04    0.12685E+02   -0.48966E+02    0.16944E+06   -0.14979E+02
  1131    0.11931E+04    0.12558E+02   -0.48012E+02    0.16913E+06    0.53117E+01
  1132    0.11931E+04    0.12435E+02   -0.47053E+02    0.16882E+06    0.18050E+02
  1133    0.11930E+04    0.12318E+02   -0.46088E+02    0.16852E+06    0.40373E+01
  1134    0.11928E+04    0.12206E+02   -0.45119E+02    0.16821E+06   -0.15953E+02
  1135    0.11925E+04    0.12098E+02   -0.44145E+02    0.16791E+06   -0.11938E+02
  1136    0.11922E+04    0.11996E+02   -0.43168E+02    0.16760E+06    0.10395E+02
  1137    0.11917E+04    0.11899E+02   -0.42187E+02    0.16730E+06    0.17737E+02
  1138    0.11912E+04    0.11807E+02   -0.41203E+02    0.16700E+06   -0.10716E+01
  1139    0.11905E+04    0.11720E+02   -0.40217E+02    0.16670E+06   -0.18016E+02
  1140    0.11898E+04    0.11638E+02   -0.39229E+02    0.16639E+06   -0.76022E+01
  1141    0.11890E+04    0.11561E+02   -0.38238E+02    0.16609E+06    0.14926E+02
  1142    0.11881E+04    0.11489E+02   -0.37247E+02    0.16579E+06    0.15974E+02
  1143    0.11872E+04    0.11422E+02   -0.36256E+02    0.16550E+06   -0.62272E+01
  1144    0.11861E+04    0.11361E+02   -0.35264E+02    0.16520E+06   -0.18531E+02
  1145    0.11850E+04    0.11305E+02   -0.34272E+02    0.16490E+06   -0.23025E+01
  1146    0.11837E+04    0.11253E+02   -0.33280E+02    0.16460E+06    0.18510E+02
  1147    0.11824E+04    0.11207E+02   -0.32290E+02    0.16431E+06    0.12869E+02
  1148    0.11810E+04    0.11166E+02   -0.31301E+02    0.16401E+06   -0.10982E+02
  1149    0.11795E+04    0.11131E+02   -0.30314E+02    0.16372E+06   -0.17394E+02
  1150    0.11779E+04    0.11100E+02   -0.29329E+02    0.16342E+06    0.35476E+01
  1151    0.11763E+04    0.11075E+02   -0.28348E+02    0.16313E+06    0.20841E+02
  1152    0.11745E+04    0.11054E+02   -0.27369E+02    0.16284E+06    0.86821E+01
  1153    0.11727E+04    0.11039E+02   -0.26394E+02    0.16255E+06   -0.14904E+02
  1154    0.11708E+04    0.11029E+02   -0.25423E+02    0.16225E+06   -0.14627E+02
  1155    0.11688E+04    0.11024E+02   -0.24457E+02    0.16196E+06    0.94933E+01
  1156    0.11668E+04    0.11024E+02   -0.23495E+02    0.16167E+06    0.21715E+02
  1157    0.11646E+04    0.11029E+02   -0.22539E+02    0.16139E+06    0.37632E+01
  1158    0.11624E+04    0.11039E+02   -0.21588E+02    0.16110E+06   -0.17637E+02
  1159    0.11600E+04    0.11054E+02   -0.20643E+02    0.16081E+06   -0.10398E+02
  1160    0.11577E+04    0.11074E+02   -0.19705E+02    0.16052E+06    0.15083E+02
  1161    0.11552E+04    0.11099E+02   -0.18774E+02    0.16024E+06    0.21044E+02
  1162    0.11526E+04    0.11129E+02   -0.17850E+02    0.15995E+06   -0.14733E+01
  1163    0.11500E+04    0.11163E+02   -0.16933E+02    0.15967E+06   -0.18890E+02
  1164    0.11473E+04    0.11203E+02   -0.16025E+02    0.15938E+06   -0.49900E+01
  1165    0.11446E+04    0.11247E+02   -0.15125E+02    0.15910E+06    0.19881E+02
  1166    0.11417E+04    0.11296E+02   -0.14233E+02    0.15881E+06    0.18873E+02
  1167    0.11388E+04    0.11350E+02   -0.13351E+02    0.15853E+06   -0.65646E+01
  1168    0.11358E+04    0.11409E+02   -0.12478E+02    0.15825E+06   -0.18482E+02
  1169    0.11327E+04    0.11472E+02   -0.11616E+02    0.15797E+06    0.12066E+01
  1170    0.11296E+04    0.11540E+02   -0.10763E+02    0.15769E+06    0.23523E+02
  1171    0.11264E+04    0.11612E+02   -0.99208E+01    0.15741E+06    0.15409E+02
  1172    0.11231E+04    0.11689E+02   -0.90895E+01    0.15713E+06   -0.11052E+02
  1173    0.11198E+04    0.11770E+02   -0.82695E+01    0.15685E+06   -0.16373E+02
  1174    0.11164E+04    0.11855E+02   -0.74608E+01    0.15657E+06    0.77461E+01
  1175    0.11130E+04    0.11945E+02   -0.66642E+01    0.15630E+06    0.25740E+02
  1176    0.11094E+04    0.12039E+02   -0.58796E+01    0.15602E+06    0.10960E+02
  1177    0.11058E+04    0.12138E+02   -0.51075E+01    0.15575E+06   -0.14542E+02
  1178    0.11022E+04    0.12240E+02   -0.43481E+01    0.15547E+06   -0.12669E+02
  1179    0.10985E+04    0.12347E+02   -0.36016E+01    0.15520E+06    0.14157E+02
  1180    0.10947E+04    0.12458E+02   -0.28689E+01    0.15492E+06    0.26371E+02
  1181    0.10909E+04    0.12572E+02   -0.21494E+01    0.15465E+06    0.59236E+01
  1182    0.10871E+04    0.12691E+02   -0.14439E+01    0.15438E+06   -0.16673E+02
  1183    0.10831E+04    0.12813E+02   -0.75254E+00    0.15410E+06   -0.76057E+01
  1184    0.10792E+04    0.12939E+02   -0.75749E-01    0.15383E+06    0.19978E+02
  1185    0.10751E+04    0.13069E+02    0.58642E+00    0.15356E+06    0.25410E+02
  1186    0.10710E+04    0.13203E+02    0.12339E+01    0.15329E+06    0.76146E+00
  1187    0.10669E+04    0.13340E+02    0.18661E+01    0.15302E+06   -0.17212E+02
  1188    0.10628E+04    0.13480E+02    0.24827E+01    0.15276E+06   -0.15455E+01
  1189    0.10586E+04    0.13624E+02    0.30839E+01    0.15249E+06    0.24800E+02
  1190    0.10543E+04    0.13771E+02    0.36694E+01    0.15222E+06    0.23008E+02
  1191    0.10500E+04    0.13922E+02    0.42389E+01    0.15195E+06   -0.40550E+01
  1192    0.10457E+04    0.14075E+02    0.47920E+01    0.15169E+06   -0.16064E+02
  1193    0.10413E+04    0.14232E+02    0.53286E+01    0.15142E+06    0.50832E+01
  1194    0.10369E+04    0.14392E+02    0.58487E+01    0.15116E+06    0.28303E+02
  1195    0.10324E+04    0.14555E+02    0.63522E+01    0.15089E+06    0.19431E+02
  1196    0.10279E+04    0.14720E+02    0.68388E+01    0.15063E+06   -0.81065E+01
  1197    0.10234E+04    0.14889E+02    0.73077E+01    0.15036E+06   -0.13281E+02
  1198    0.10189E+04    0.15060E+02    0.77599E+01    0.15010E+06    0.11816E+02
  1199    0.10143E+04    0.15233E+02    0.81946E+01    0.14984E+06    0.30284E+02
  1200    0.10097E+04    0.15409E+02    0.86119E+01    0.14958E+06    0.15048E+02
  1201    0.10051E+04    0.15588E+02    0.90110E+01    0.14932E+06   -0.11002E+02
  1202    0.10004E+04    0.15769E+02    0.93927E+01    0.14906E+06   -0.90526E+01
  1203    0.99574E+03    0.15952E+02    0.97566E+01    0.14880E+06    0.18187E+02
  1204    0.99105E+03    0.16137E+02    0.10102E+02    0.14854E+06    0.30688E+02
  1205    0.98632E+03    0.16324E+02    0.10430E+02    0.14828E+06    0.10297E+02
  1206    0.98159E+03    0.16514E+02    0.10739E+02    0.14802E+06   -0.12472E+02
  1207    0.97684E+03    0.16705E+02    0.11031E+02    0.14777E+06   -0.36983E+01
  1208    0.97207E+03    0.16898E+02    0.11304E+02    0.14751E+06    0.23775E+02
  1209    0.96730E+03    0.17092E+02    0.11558E+02    0.14725E+06    0.29613E+02
  1210    0.96250E+03    0.17289E+02    0.11794E+02    0.14700E+06    0.56255E+01
  1211    0.95771E+03    0.17486E+02    0.12011E+02    0.14674E+06   -0.12384E+02
  1212    0.95290E+03    0.17686E+02    0.12210E+02    0.14649E+06    0.23972E+01
  1213    0.94809E+03    0.17886E+02    0.12391E+02    0.14624E+06    0.28239E+02
  1214    0.94326E+03    0.18088E+02    0.12552E+02    0.14598E+06    0.27277E+02
  1215    0.93844E+03    0.18291E+02    0.12695E+02    0.14573E+06    0.14552E+01
  1216    0.93362E+03    0.18495E+02    0.12820E+02    0.14548E+06   -0.10741E+02
  1217    0.92879E+03    0.18699E+02    0.12926E+02    0.14523E+06    0.88001E+01
  1218    0.92397E+03    0.18905E+02    0.13013E+02    0.14498E+06    0.31346E+02
  1219    0.91915E+03    0.19111E+02    0.13082E+02    0.14473E+06    0.23995E+02
  1220    0.91434E+03    0.19319E+02    0.13132E+02    0.14448E+06   -0.18222E+01
  1221    0.90953E+03    0.19526E+02    0.13164E+02    0.14423E+06   -0.76752E+01
  1222    0.90472E+03    0.19734E+02    0.13176E+02    0.14398E+06    0.15072E+02
  1223    0.89994E+03    0.19943E+02    0.13171E+02    0.14373E+06    0.33005E+02
  1224    0.89515E+03    0.20152E+02    0.13147E+02    0.14349E+06    0.20157E+02
  1225    0.89039E+03    0.20361E+02    0.13105E+02    0.14324E+06   -0.39246E+01
  1226    0.88563E+03    0.20570E+02    0.13045E+02    0.14299E+06   -0.34565E+01
  1227    0.88089E+03    0.20779E+02    0.12966E+02    0.14275E+06    0.20803E+02
  1228    0.87618E+03    0.20988E+02    0.12870E+02    0.14250E+06    0.33262E+02
  1229    0.87147E+03    0.21196E+02    0.12755E+02    0.14226E+06    0.16171E+02
  1230    0.86679E+03    0.21405E+02    0.12623E+02    0.14201E+06   -0.46916E+01
  1231    0.86213E+03    0.21613E+02    0.12472E+02    0.14177E+06    0.15936E+01
  1232    0.85749E+03    0.21820E+02    0.12305E+02    0.14153E+06    0.25657E+02
  1233    0.85288E+03    0.22027E+02    0.12119E+02    0.14129E+06    0.32278E+02
  1234    0.84829E+03    0.22234E+02    0.11917E+02    0.14104E+06    0.12428E+02
  1235    0.84373E+03    0.22439E+02    0.11696E+02    0.14080E+06   -0.40854E+01
  1236    0.83920E+03    0.22644E+02    0.11459E+02    0.14056E+06    0.70960E+01
  1237    0.83470E+03    0.22848E+02    0.11205E+02    0.14032E+06    0.29393E+02
  1238    0.83023E+03    0.23051E+02    0.10934E+02    0.14008E+06    0.30310E+02
  1239    0.82580E+03    0.23252E+02    0.10646E+02    0.13984E+06    0.92969E+01
  1240    0.82139E+03    0.23453E+02    0.10342E+02    0.13960E+06   -0.21890E+01
  1241    0.81703E+03    0.23652E+02    0.10022E+02    0.13937E+06    0.12659E+02
  1242    0.81270E+03    0.23850E+02    0.96856E+01    0.13913E+06    0.31895E+02
  1243    0.80840E+03    0.24046E+02    0.93334E+01    0.13889E+06    0.27679E+02
  1244    0.80415E+03    0.24241E+02    0.89647E+01    0.13866E+06    0.70492E+01
  1245    0.79994E+03    0.24434E+02    0.85813E+01    0.13842E+06    0.79360E+00
  1246    0.79577E+03    0.24625E+02    0.81826E+01    0.13818E+06    0.17915E+02
  1247    0.79164E+03    0.24815E+02    0.77687E+01    0.13795E+06    0.33163E+02
  1248    0.78755E+03    0.25002E+02    0.73395E+01    0.13772E+06    0.24730E+02
  1249    0.78352E+03    0.25188E+02    0.68961E+01    0.13748E+06    0.58575E+01
  1250    0.77952E+03    0.25372E+02    0.64385E+01    0.13725E+06    0.46099E+01
  1251    0.77558E+03    0.25554E+02    0.59666E+01    0.13702E+06    0.22554E+02
  1252    0.77168E+03    0.25733E+02    0.54802E+01    0.13678E+06    0.33302E+02
  1253    0.76783E+03    0.25910E+02    0.49809E+01    0.13655E+06    0.21806E+02
  1254    0.76403E+03    0.26085E+02    0.44680E+01    0.13632E+06    0.57911E+01
  1255    0.76028E+03    0.26257E+02    0.39421E+01    0.13609E+06    0.89526E+01
  1256    0.75659E+03    0.26427E+02    0.34026E+01    0.13586E+06    0.26338E+02
  1257    0.75295E+03    0.26594E+02    0.28511E+01    0.13563E+06    0.32500E+02
  1258    0.74936E+03    0.26759E+02    0.22874E+01    0.13540E+06    0.19230E+02
  1259    0.74584E+03    0.26921E+02    0.17114E+01    0.13517E+06    0.68139E+01
  1260    0.74236E+03    0.27080E+02    0.11239E+01    0.13494E+06    0.13494E+02
  1261    0.73894E+03    0.27236E+02    0.52420E+00    0.13472E+06    0.29141E+02
  1262    0.73558E+03    0.27390E+02   -0.86074E-01    0.13449E+06    0.31005E+02
  1263    0.73228E+03    0.27540E+02   -0.70730E+00    0.13426E+06    0.17252E+02
  1264    0.72903E+03    0.27688E+02   -0.13391E+01    0.13404E+06    0.87867E+01
  1265    0.72584E+03    0.27832E+02   -0.19816E+01    0.13381E+06    0.17920E+02
  1266    0.72273E+03    0.27973E+02   -0.26338E+01    0.13359E+06    0.30927E+02
  1267    0.71966E+03    0.28111E+02   -0.32955E+01    0.13336E+06    0.29090E+02
  1268    0.71666E+03    0.28246E+02   -0.39666E+01    0.13314E+06    0.16042E+02
  1269    0.71372E+03    0.28377E+02   -0.46473E+01    0.13291E+06    0.11527E+02
  1270    0.71084E+03    0.28505E+02   -0.53362E+01    0.13269E+06    0.21960E+02
  1271    0.70804E+03    0.28630E+02   -0.60336E+01    0.13247E+06    0.31750E+02
  1272    0.70529E+03    0.28751E+02   -0.67389E+01    0.13225E+06    0.27040E+02
  1273    0.70260E+03    0.28868E+02   -0.74525E+01    0.13202E+06    0.15690E+02
  1274    0.69998E+03    0.28982E+02   -0.81732E+01    0.13180E+06    0.14801E+02
  1275    0.69743E+03    0.29093E+02   -0.89009E+01    0.13158E+06    0.25399E+02
  1276    0.69495E+03    0.29200E+02   -0.96354E+01    0.13136E+06    0.31736E+02
  1277    0.69252E+03    0.29303E+02   -0.10376E+02    0.13114E+06    0.25123E+02
  1278    0.69017E+03    0.29402E+02   -0.11124E+02    0.13092E+06    0.16192E+02
  1279    0.68788E+03    0.29497E+02   -0.11876E+02    0.13070E+06    0.18348E+02
  1280    0.68566E+03    0.29589E+02   -0.12635E+02    0.13049E+06    0.28108E+02
  1281    0.68351E+03    0.29677E+02   -0.13398E+02    0.13027E+06    0.31062E+02
  1282    0.68142E+03    0.29760E+02   -0.14166E+02    0.13005E+06    0.23554E+02
  1283    0.67941E+03    0.29840E+02   -0.14938E+02    0.12983E+06    0.17469E+02
  1284    0.67746E+03    0.29916E+02   -0.15715E+02    0.12962E+06    0.21916E+02
  1285    0.67558E+03    0.29989E+02   -0.16495E+02    0.12940E+06    0.30030E+02
  1286    0.67377E+03    0.30056E+02   -0.17278E+02    0.12919E+06    0.29933E+02
  1287    0.67202E+03    0.30120E+02   -0.18065E+02    0.12897E+06    0.22492E+02
  1288    0.67034E+03    0.30180E+02   -0.18854E+02    0.12876E+06    0.19400E+02
  1289    0.66874E+03    0.30236E+02   -0.19645E+02    0.12854E+06    0.25283E+02
  1290    0.66719E+03    0.30288E+02   -0.20439E+02    0.12833E+06    0.31179E+02
  1291    0.66573E+03    0.30335E+02   -0.21234E+02    0.12812E+06    0.28573E+02
  1292    0.66432E+03    0.30379E+02   -0.22030E+02    0.12790E+06    0.22031E+02
  1293    0.66299E+03    0.30418E+02   -0.22827E+02    0.12769E+06    0.21816E+02
  1294    0.66172E+03    0.30454E+02   -0.23625E+02    0.12748E+06    0.28260E+02
  1295    0.66052E+03    0.30484E+02   -0.24423E+02    0.12727E+06    0.31630E+02
  1296    0.65939E+03    0.30511E+02   -0.25221E+02    0.12706E+06    0.27193E+02
  1297    0.65832E+03    0.30534E+02   -0.26018E+02    0.12685E+06    0.22195E+02
  1298    0.65733E+03    0.30552E+02   -0.26814E+02    0.12664E+06    0.24520E+02
  1299    0.65640E+03    0.30566E+02   -0.27610E+02    0.12643E+06    0.30725E+02
  1300    0.65554E+03    0.30576E+02   -0.28404E+02    0.12622E+06    0.31499E+02
  1301    0.65475E+03    0.30582E+02   -0.29196E+02    0.12601E+06    0.25972E+02
  1302    0.65401E+03    0.30584E+02   -0.29986E+02    0.12580E+06    0.22948E+02
  1303    0.65335E+03    0.30581E+02   -0.30773E+02    0.12559E+06    0.27318E+02
  1304    0.65275E+03    0.30574E+02   -0.31558E+02    0.12538E+06    0.32612E+02
  1305    0.65221E+03    0.30563E+02   -0.32339E+02    0.12518E+06    0.30935E+02
  1306    0.65175E+03    0.30548E+02   -0.33117E+02    0.12497E+06    0.25051E+02
  1307    0.65134E+03    0.30529E+02   -0.33891E+02    0.12477E+06    0.24217E+02
  1308    0.65100E+03    0.30505E+02   -0.34661E+02    0.12456E+06    0.30033E+02
  1309    0.65072E+03    0.30478E+02   -0.35426E+02    0.12435E+06    0.33907E+02
  1310    0.65050E+03    0.30446E+02   -0.36187E+02    0.12415E+06    0.30104E+02
  1311    0.65035E+03    0.30410E+02   -0.36943E+02    0.12395E+06    0.24522E+02
  1312    0.65025E+03    0.30370E+02   -0.37693E+02    0.12374E+06    0.25887E+02
  1313    0.65022E+03    0.30326E+02   -0.38438E+02    0.12354E+06    0.32508E+02
  1314    0.65024E+03    0.30278E+02   -0.39176E+02    0.12333E+06    0.34643E+02
  1315    0.65033E+03    0.30226E+02   -0.39908E+02    0.12313E+06    0.29167E+02
  1316    0.65048E+03    0.30169E+02   -0.40634E+02    0.12293E+06    0.24424E+02
  1317    0.65067E+03    0.30109E+02   -0.41352E+02    0.12273E+06    0.27818E+02
  1318    0.65094E+03    0.30045E+02   -0.42064E+02    0.12253E+06    0.34630E+02
  1319    0.65125E+03    0.29977E+02   -0.42768E+02    0.12233E+06    0.34891E+02
  1320    0.65162E+03    0.29905E+02   -0.43464E+02    0.12213E+06    0.28269E+02
  1321    0.65205E+03    0.29829E+02   -0.44152E+02    0.12193E+06    0.24759E+02
  1322    0.65253E+03    0.29750E+02   -0.44831E+02    0.12173E+06    0.29866E+02
  1323    0.65307E+03    0.29666E+02   -0.45503E+02    0.12153E+06    0.36330E+02
  1324    0.65365E+03    0.29579E+02   -0.46165E+02    0.12133E+06    0.34749E+02
  1325    0.65429E+03    0.29488E+02   -0.46818E+02    0.12113E+06    0.27534E+02
  1326    0.65498E+03    0.29393E+02   -0.47462E+02    0.12093E+06    0.25489E+02
  1327    0.65571E+03    0.29295E+02   -0.48096E+02    0.12073E+06    0.31895E+02
  1328    0.65650E+03    0.29193E+02   -0.48720E+02    0.12054E+06    0.37574E+02
  1329    0.65733E+03    0.29088E+02   -0.49334E+02    0.12034E+06    0.34337E+02
  1330    0.65821E+03    0.28979E+02   -0.49937E+02    0.12014E+06    0.27046E+02
  1331    0.65914E+03    0.28866E+02   -0.50531E+02    0.11995E+06    0.26545E+02
  1332    0.66011E+03    0.28751E+02   -0.51113E+02    0.11975E+06    0.33776E+02
  1333    0.66113E+03    0.28631E+02   -0.51684E+02    0.11956E+06    0.38359E+02
  1334    0.66218E+03    0.28509E+02   -0.52243E+02    0.11936E+06    0.33771E+02
  1335    0.66328E+03    0.28383E+02   -0.52792E+02    0.11917E+06    0.26857E+02
  1336    0.66443E+03    0.28254E+02   -0.53328E+02    0.11897E+06    0.27834E+02
  1337    0.66560E+03    0.28122E+02   -0.53852E+02    0.11878E+06    0.35411E+02
  1338    0.66682E+03    0.27987E+02   -0.54365E+02    0.11859E+06    0.38726E+02
  1339    0.66807E+03    0.27849E+02   -0.54865E+02    0.11839E+06    0.33164E+02
  1340    0.66937E+03    0.27708E+02   -0.55353E+02    0.11820E+06    0.26991E+02
  1341    0.67070E+03    0.27563E+02   -0.55828E+02    0.11801E+06    0.29259E+02
  1342    0.67205E+03    0.27416E+02   -0.56290E+02    0.11782E+06    0.36735E+02
  1343    0.67345E+03    0.27266E+02   -0.56739E+02    0.11763E+06    0.38731E+02
  1344    0.67487E+03    0.27114E+02   -0.57175E+02    0.11743E+06    0.32615E+02
  1345    0.67633E+03    0.26958E+02   -0.57597E+02    0.11724E+06    0.27440E+02
  1346    0.67782E+03    0.26800E+02   -0.58007E+02    0.11705E+06    0.30721E+02
  1347    0.67933E+03    0.26640E+02   -0.58402E+02    0.11686E+06    0.37699E+02
  1348    0.68088E+03    0.26477E+02   -0.58784E+02    0.11667E+06    0.38448E+02
  1349    0.68244E+03    0.26312E+02   -0.59152E+02    0.11649E+06    0.32198E+02
  1350    0.68403E+03    0.26144E+02   -0.59505E+02    0.11630E+06    0.28170E+02
  1351    0.68565E+03    0.25974E+02   -0.59845E+02    0.11611E+06    0.32126E+02
  1352    0.68728E+03    0.25802E+02   -0.60170E+02    0.11592E+06    0.38287E+02
  1353    0.68895E+03    0.25627E+02   -0.60481E+02    0.11573E+06    0.37954E+02
  1354    0.69062E+03    0.25451E+02   -0.60777E+02    0.11555E+06    0.31965E+02
  1355    0.69232E+03    0.25272E+02   -0.61059E+02    0.11536E+06    0.29129E+02
  1356    0.69404E+03    0.25092E+02   -0.61326E+02    0.11517E+06    0.33398E+02
  1357    0.69577E+03    0.24910E+02   -0.61578E+02    0.11499E+06    0.38509E+02
  1358    0.69752E+03    0.24725E+02   -0.61815E+02    0.11480E+06    0.37329E+02
  1359    0.69928E+03    0.24539E+02   -0.62038E+02    0.11462E+06    0.31955E+02
  1360    0.70105E+03    0.24352E+02   -0.62245E+02    0.11443E+06    0.30259E+02
  1361    0.70284E+03    0.24163E+02   -0.62438E+02    0.11425E+06    0.34475E+02
  1362    0.70462E+03    0.23972E+02   -0.62615E+02    0.11406E+06    0.38394E+02
  1363    0.70644E+03    0.23780E+02   -0.62777E+02    0.11388E+06    0.36647E+02
  1364    0.70824E+03    0.23587E+02   -0.62924E+02    0.11370E+06    0.32169E+02
  1365    0.71006E+03    0.23392E+02   -0.63056E+02    0.11351E+06    0.31490E+02
  1366    0.71189E+03    0.23197E+02   -0.63173E+02    0.11333E+06    0.35314E+02
  1367    0.71371E+03    0.22999E+02   -0.63273E+02    0.11315E+06    0.37986E+02
  1368    0.71555E+03    0.22801E+02   -0.63360E+02    0.11297E+06    0.35966E+02
  1369    0.71737E+03    0.22602E+02   -0.63430E+02    0.11279E+06    0.32595E+02
  1370    0.71921E+03    0.22403E+02   -0.63486E+02    0.11260E+06    0.32758E+02
  1371    0.72104E+03    0.22202E+02   -0.63526E+02    0.11242E+06    0.35891E+02
  1372    0.72286E+03    0.22000E+02   -0.63550E+02    0.11224E+06    0.37335E+02
  1373    0.72470E+03    0.21798E+02   -0.63560E+02    0.11206E+06    0.35336E+02
  1374    0.72651E+03    0.21595E+02   -0.63554E+02    0.11188E+06    0.33206E+02
  1375    0.72832E+03    0.21392E+02   -0.63533E+02    0.11170E+06    0.34004E+02
  1376    0.73014E+03    0.21188E+02   -0.63497E+02    0.11153E+06    0.36212E+02
  1377    0.73192E+03    0.20984E+02   -0.63445E+02    0.11135E+06    0.36501E+02
  1378    0.73373E+03    0.20780E+02   -0.63379E+02    0.11117E+06    0.34788E+02
  1379    0.73550E+03    0.20575E+02   -0.63297E+02    0.11099E+06    0.33959E+02
  1380    0.73727E+03    0.20371E+02   -0.63201E+02    0.11081E+06    0.35178E+02
  1381    0.73903E+03    0.20166E+02   -0.63090E+02    0.11064E+06    0.36290E+02
  1382    0.74076E+03    0.19961E+02   -0.62963E+02    0.11046E+06    0.35536E+02
  1383    0.74250E+03    0.19757E+02   -0.62823E+02    0.11028E+06    0.34333E+02
  1384    0.74420E+03    0.19552E+02   -0.62666E+02    0.11011E+06    0.34809E+02
  1385    0.74590E+03    0.19348E+02   -0.62496E+02    0.10993E+06    0.36237E+02
  1386    0.74758E+03    0.19144E+02   -0.62311E+02    0.10975E+06    0.36149E+02
  1387    0.74922E+03    0.18940E+02   -0.62112E+02    0.10958E+06    0.34494E+02
  1388    0.75087E+03    0.18737E+02   -0.61897E+02    0.10940E+06    0.33969E+02
  1389    0.75248E+03    0.18535E+02   -0.61670E+02    0.10923E+06    0.35706E+02
  1390    0.75407E+03    0.18333E+02   -0.61428E+02    0.10906E+06    0.37156E+02
  1391    0.75565E+03    0.18132E+02   -0.61172E+02    0.10888E+06    0.35829E+02
  1392    0.75717E+03    0.17931E+02   -0.60901E+02    0.10871E+06    0.33428E+02
  1393    0.75871E+03    0.17732E+02   -0.60618E+02    0.10854E+06    0.33690E+02
  1394    0.76019E+03    0.17533E+02   -0.60321E+02    0.10836E+06    0.36598E+02
  1395    0.76166E+03    0.17336E+02   -0.60010E+02    0.10819E+06    0.37923E+02
  1396    0.76310E+03    0.17139E+02   -0.59686E+02    0.10802E+06    0.35371E+02
  1397    0.76449E+03    0.16943E+02   -0.59349E+02    0.10785E+06    0.32376E+02
  1398    0.76588E+03    0.16749E+02   -0.58999E+02    0.10767E+06    0.33469E+02
  1399    0.76722E+03    0.16556E+02   -0.58636E+02    0.10750E+06    0.37429E+02
  1400    0.76853E+03    0.16364E+02   -0.58260E+02    0.10733E+06    0.38535E+02
  1401    0.76981E+03    0.16174E+02   -0.57872E+02    0.10716E+06    0.34824E+02
  1402    0.77104E+03    0.15985E+02   -0.57471E+02    0.10699E+06    0.31365E+02
  1403    0.77227E+03    0.15798E+02   -0.57059E+02    0.10682E+06    0.33282E+02
  1404    0.77344E+03    0.15612E+02   -0.56634E+02    0.10665E+06    0.38155E+02
  1405    0.77457E+03    0.15428E+02   -0.56197E+02    0.10648E+06    0.38991E+02
  1406    0.77568E+03    0.15245E+02   -0.55750E+02    0.10631E+06    0.34234E+02
  1407    0.77673E+03    0.15065E+02   -0.55290E+02    0.10615E+06    0.30418E+02
  1408    0.77777E+03    0.14886E+02   -0.54820E+02    0.10598E+06    0.33098E+02
  1409    0.77874E+03    0.14709E+02   -0.54337E+02    0.10581E+06    0.38734E+02
  1410    0.77968E+03    0.14534E+02   -0.53845E+02    0.10564E+06    0.39304E+02
  1411    0.78060E+03    0.14361E+02   -0.53342E+02    0.10548E+06    0.33658E+02
  1412    0.78144E+03    0.14190E+02   -0.52829E+02    0.10531E+06    0.29554E+02
  1413    0.78227E+03    0.14022E+02   -0.52305E+02    0.10514E+06    0.32878E+02
