#    L    TT             EE             TE             PP             TP          
   552    0.00000E+00    0.00000E+00    0.00000E+00    0.26456E-16   -0.30575E-18
   553    0.00000E+00    0.00000E+00    0.00000E+00    0.26414E-16   -0.27647E-18
   554    0.00000E+00    0.00000E+00    0.00000E+00    0.26373E-16   -0.20978E-18
   555    0.00000E+00    0.00000E+00    0.00000E+00    0.26331E-16   -0.50792E-19
   556    0.00000E+00    0.00000E+00    0.00000E+00    0.26290E-16    0.18716E-18
   557    0.00000E+00    0.00000E+00    0.00000E+00    0.26249E-16    0.37536E-18
   558    0.00000E+00    0.00000E+00    0.00000E+00    0.26208E-16    0.41253E-18
   559    0.00000E+00    0.00000E+00    0.00000E+00    0.26167E-16    0.33790E-18
   560    0.00000E+00    0.00000E+00    0.00000E+00    0.26125E-16    0.23613E-18
   561    0.00000E+00    0.00000E+00    0.00000E+00    0.26084E-16    0.10775E-18
   562    0.00000E+00    0.00000E+00    0.00000E+00    0.26044E-16   -0.78880E-19
   563    0.00000E+00    0.00000E+00    0.00000E+00    0.26004E-16   -0.25533E-18
   564    0.00000E+00    0.00000E+00    0.00000E+00    0.25961E-16   -0.29724E-18
   565    0.00000E+00    0.00000E+00    0.00000E+00    0.25921E-16   -0.18904E-18
   566    0.00000E+00    0.00000E+00    0.00000E+00    0.25881E-16   -0.38896E-19
   567    0.00000E+00    0.00000E+00    0.00000E+00    0.25841E-16    0.81522E-19
   568    0.00000E+00    0.00000E+00    0.00000E+00    0.25801E-16    0.20758E-18
   569    0.00000E+00    0.00000E+00    0.00000E+00    0.25759E-16    0.35798E-18
   570    0.00000E+00    0.00000E+00    0.00000E+00    0.25719E-16    0.44621E-18
   571    0.00000E+00    0.00000E+00    0.00000E+00    0.25680E-16    0.38760E-18
   572    0.00000E+00    0.00000E+00    0.00000E+00    0.25639E-16    0.21368E-18
   573    0.00000E+00    0.00000E+00    0.00000E+00    0.25598E-16    0.36744E-21
   574    0.00000E+00    0.00000E+00    0.00000E+00    0.25558E-16   -0.25757E-18
   575    0.00000E+00    0.00000E+00    0.00000E+00    0.25518E-16   -0.59132E-18
   576    0.00000E+00    0.00000E+00    0.00000E+00    0.25478E-16   -0.91980E-18
   577    0.00000E+00    0.00000E+00    0.00000E+00    0.25439E-16   -0.10797E-17
   578    0.00000E+00    0.00000E+00    0.00000E+00    0.25398E-16   -0.10014E-17
   579    0.00000E+00    0.00000E+00    0.00000E+00    0.25358E-16   -0.75143E-18
   580    0.00000E+00    0.00000E+00    0.00000E+00    0.25319E-16   -0.39293E-18
   581    0.00000E+00    0.00000E+00    0.00000E+00    0.25280E-16    0.81131E-19
   582    0.00000E+00    0.00000E+00    0.00000E+00    0.25240E-16    0.62809E-18
   583    0.00000E+00    0.00000E+00    0.00000E+00    0.25200E-16    0.10813E-17
   584    0.00000E+00    0.00000E+00    0.00000E+00    0.25161E-16    0.12838E-17
   585    0.00000E+00    0.00000E+00    0.00000E+00    0.25122E-16    0.12386E-17
   586    0.00000E+00    0.00000E+00    0.00000E+00    0.25082E-16    0.10356E-17
   587    0.00000E+00    0.00000E+00    0.00000E+00    0.25043E-16    0.69970E-18
   588    0.00000E+00    0.00000E+00    0.00000E+00    0.25004E-16    0.21601E-18
   589    0.00000E+00    0.00000E+00    0.00000E+00    0.24966E-16   -0.32409E-18
   590    0.00000E+00    0.00000E+00    0.00000E+00    0.24927E-16   -0.73569E-18
   591    0.00000E+00    0.00000E+00    0.00000E+00    0.24888E-16   -0.92073E-18
   592    0.00000E+00    0.00000E+00    0.00000E+00    0.24850E-16   -0.92516E-18
   593    0.00000E+00    0.00000E+00    0.00000E+00    0.24812E-16   -0.79599E-18
   594    0.00000E+00    0.00000E+00    0.00000E+00    0.24774E-16   -0.49740E-18
   595    0.00000E+00    0.00000E+00    0.00000E+00    0.24735E-16   -0.35281E-19
   596    0.00000E+00    0.00000E+00    0.00000E+00    0.24697E-16    0.43847E-18
   597    0.00000E+00    0.00000E+00    0.00000E+00    0.24659E-16    0.74921E-18
   598    0.00000E+00    0.00000E+00    0.00000E+00    0.24621E-16    0.86875E-18
   599    0.00000E+00    0.00000E+00    0.00000E+00    0.24584E-16    0.86487E-18
   600    0.00000E+00    0.00000E+00    0.00000E+00    0.24545E-16    0.74025E-18
   601    0.00000E+00    0.00000E+00    0.00000E+00    0.24508E-16    0.45069E-18
   602    0.00000E+00    0.00000E+00    0.00000E+00    0.24471E-16    0.67635E-19
   603    0.00000E+00    0.00000E+00    0.00000E+00    0.24434E-16   -0.22422E-18
   604    0.00000E+00    0.00000E+00    0.00000E+00    0.24396E-16   -0.32691E-18
   605    0.00000E+00    0.00000E+00    0.00000E+00    0.24358E-16   -0.31784E-18
   606    0.00000E+00    0.00000E+00    0.00000E+00    0.24321E-16   -0.28548E-18
   607    0.00000E+00    0.00000E+00    0.00000E+00    0.24285E-16   -0.19592E-18
   608    0.00000E+00    0.00000E+00    0.00000E+00    0.24248E-16   -0.81565E-20
   609    0.00000E+00    0.00000E+00    0.00000E+00    0.24210E-16    0.17574E-18
   610    0.00000E+00    0.00000E+00    0.00000E+00    0.24173E-16    0.20454E-18
   611    0.00000E+00    0.00000E+00    0.00000E+00    0.24137E-16    0.78348E-19
   612    0.00000E+00    0.00000E+00    0.00000E+00    0.24100E-16   -0.69283E-19
   613    0.00000E+00    0.00000E+00    0.00000E+00    0.24063E-16   -0.16957E-18
   614    0.00000E+00    0.00000E+00    0.00000E+00    0.24027E-16   -0.26274E-18
   615    0.00000E+00    0.00000E+00    0.00000E+00    0.23990E-16   -0.33978E-18
   616    0.00000E+00    0.00000E+00    0.00000E+00    0.23954E-16   -0.28400E-18
   617    0.00000E+00    0.00000E+00    0.00000E+00    0.23917E-16   -0.35782E-19
   618    0.00000E+00    0.00000E+00    0.00000E+00    0.23881E-16    0.29536E-18
   619    0.00000E+00    0.00000E+00    0.00000E+00    0.23845E-16    0.57216E-18
   620    0.00000E+00    0.00000E+00    0.00000E+00    0.23810E-16    0.79180E-18
   621    0.00000E+00    0.00000E+00    0.00000E+00    0.23774E-16    0.10023E-17
   622    0.00000E+00    0.00000E+00    0.00000E+00    0.23738E-16    0.11344E-17
   623    0.00000E+00    0.00000E+00    0.00000E+00    0.23702E-16    0.10538E-17
   624    0.00000E+00    0.00000E+00    0.00000E+00    0.23667E-16    0.75499E-18
   625    0.00000E+00    0.00000E+00    0.00000E+00    0.23632E-16    0.36598E-18
   626    0.00000E+00    0.00000E+00    0.00000E+00    0.23596E-16   -0.48044E-19
   627    0.00000E+00    0.00000E+00    0.00000E+00    0.23560E-16   -0.53994E-18
   628    0.00000E+00    0.00000E+00    0.00000E+00    0.23525E-16   -0.10979E-17
   629    0.00000E+00    0.00000E+00    0.00000E+00    0.23490E-16   -0.15426E-17
   630    0.00000E+00    0.00000E+00    0.00000E+00    0.23456E-16   -0.17015E-17
   631    0.00000E+00    0.00000E+00    0.00000E+00    0.23420E-16   -0.15910E-17
   632    0.00000E+00    0.00000E+00    0.00000E+00    0.23385E-16   -0.13213E-17
   633    0.00000E+00    0.00000E+00    0.00000E+00    0.23351E-16   -0.90822E-18
   634    0.00000E+00    0.00000E+00    0.00000E+00    0.23316E-16   -0.31727E-18
   635    0.00000E+00    0.00000E+00    0.00000E+00    0.23281E-16    0.34954E-18
   636    0.00000E+00    0.00000E+00    0.00000E+00    0.23246E-16    0.87688E-18
   637    0.00000E+00    0.00000E+00    0.00000E+00    0.23212E-16    0.11632E-17
   638    0.00000E+00    0.00000E+00    0.00000E+00    0.23178E-16    0.12890E-17
   639    0.00000E+00    0.00000E+00    0.00000E+00    0.23144E-16    0.13198E-17
   640    0.00000E+00    0.00000E+00   -0.58599E-17    0.23109E-16    0.11861E-17
   641    0.00000E+00    0.00000E+00    0.00000E+00    0.23076E-16    0.84258E-18
   642    0.00000E+00    0.00000E+00    0.00000E+00    0.23042E-16    0.42451E-18
   643    0.00000E+00    0.00000E+00    0.00000E+00    0.23009E-16    0.11504E-18
   644    0.00000E+00    0.00000E+00    0.00000E+00    0.22975E-16   -0.70135E-19
   645    0.00000E+00    0.00000E+00    0.00000E+00    0.22941E-16   -0.22830E-18
   646    0.00000E+00    0.00000E+00    0.00000E+00    0.22908E-16   -0.34888E-18
   647    0.00000E+00    0.00000E+00    0.00000E+00    0.22876E-16   -0.31303E-18
   648    0.00000E+00    0.00000E+00    0.00000E+00    0.22842E-16   -0.11640E-18
   649    0.00000E+00    0.00000E+00    0.00000E+00    0.22809E-16    0.70445E-19
   650    0.00000E+00    0.00000E+00    0.00000E+00    0.22777E-16    0.12482E-18
   651    0.00000E+00    0.00000E+00    0.00000E+00    0.22745E-16    0.11783E-18
   652    0.00000E+00    0.00000E+00    0.00000E+00    0.22713E-16    0.15055E-18
   653    0.00000E+00    0.00000E+00    0.00000E+00    0.22679E-16    0.16621E-18
   654    0.00000E+00    0.00000E+00    0.00000E+00    0.22647E-16    0.53566E-19
   655    0.00000E+00    0.00000E+00    0.00000E+00    0.22615E-16   -0.14548E-18
   656    0.00000E+00    0.00000E+00    0.00000E+00    0.22583E-16   -0.28804E-18
   657    0.00000E+00    0.00000E+00    0.00000E+00    0.22550E-16   -0.35100E-18
   658    0.00000E+00    0.00000E+00    0.00000E+00    0.22518E-16   -0.43874E-18
   659    0.00000E+00    0.00000E+00    0.00000E+00    0.22487E-16   -0.56450E-18
   660    0.00000E+00    0.00000E+00    0.00000E+00    0.22455E-16   -0.58806E-18
   661    0.00000E+00    0.00000E+00    0.00000E+00    0.22424E-16   -0.43241E-18
   662    0.00000E+00    0.00000E+00    0.00000E+00    0.22392E-16   -0.21276E-18
   663    0.00000E+00    0.00000E+00    0.00000E+00    0.22361E-16   -0.54163E-19
   664    0.00000E+00    0.00000E+00    0.00000E+00    0.22329E-16    0.10066E-18
   665    0.00000E+00    0.00000E+00    0.00000E+00    0.22298E-16    0.36669E-18
   666    0.00000E+00    0.00000E+00    0.00000E+00    0.22267E-16    0.68641E-18
   667    0.00000E+00    0.00000E+00    0.00000E+00    0.22236E-16    0.89026E-18
   668    0.00000E+00    0.00000E+00    0.00000E+00    0.22205E-16    0.95090E-18
   669    0.00000E+00    0.00000E+00    0.00000E+00    0.22174E-16    0.10064E-17
   670    0.00000E+00    0.00000E+00    0.00000E+00    0.22143E-16    0.11121E-17
   671    0.00000E+00    0.00000E+00    0.00000E+00    0.22113E-16    0.11402E-17
   672    0.00000E+00    0.00000E+00    0.00000E+00    0.22082E-16    0.99385E-18
   673    0.00000E+00    0.00000E+00    0.00000E+00    0.22052E-16    0.76866E-18
   674    0.00000E+00    0.00000E+00    0.00000E+00    0.22022E-16    0.58656E-18
   675    0.00000E+00    0.00000E+00    0.00000E+00    0.21991E-16    0.39038E-18
   676    0.00000E+00    0.00000E+00    0.00000E+00    0.21961E-16    0.53210E-19
   677    0.00000E+00    0.00000E+00    0.00000E+00    0.21931E-16   -0.37797E-18
   678    0.00000E+00    0.00000E+00    0.00000E+00    0.21901E-16   -0.72076E-18
   679    0.00000E+00    0.00000E+00    0.00000E+00    0.21870E-16   -0.91666E-18
   680    0.00000E+00    0.00000E+00    0.00000E+00    0.21840E-16   -0.10731E-17
   681    0.00000E+00    0.00000E+00    0.00000E+00    0.21810E-16   -0.12252E-17
   682    0.00000E+00    0.00000E+00    0.00000E+00    0.21780E-16   -0.12323E-17
   683    0.00000E+00    0.00000E+00    0.00000E+00    0.21750E-16   -0.99766E-18
   684    0.00000E+00    0.00000E+00    0.00000E+00    0.21719E-16   -0.64528E-18
   685    0.00000E+00    0.00000E+00    0.00000E+00    0.21690E-16   -0.34514E-18
   686    0.00000E+00    0.00000E+00    0.00000E+00    0.21659E-16   -0.78026E-19
   687    0.00000E+00    0.00000E+00    0.00000E+00    0.21630E-16    0.26928E-18
   688    0.00000E+00    0.00000E+00    0.00000E+00    0.21599E-16    0.64136E-18
   689    0.00000E+00    0.00000E+00    0.00000E+00    0.21569E-16    0.83900E-18
   690    0.00000E+00    0.00000E+00    0.00000E+00    0.21538E-16    0.80325E-18
   691    0.00000E+00    0.00000E+00    0.00000E+00    0.21509E-16    0.69135E-18
   692    0.00000E+00    0.00000E+00    0.00000E+00    0.21478E-16    0.62053E-18
   693    0.00000E+00    0.00000E+00    0.00000E+00    0.21444E-16    0.54801E-18
   694    0.00000E+00    0.00000E+00    0.00000E+00    0.21414E-16    0.31739E-18
   695    0.00000E+00    0.00000E+00    0.00000E+00    0.21384E-16    0.85948E-19
   696    0.00000E+00    0.00000E+00    0.00000E+00    0.21354E-16    0.32369E-19
   697    0.00000E+00    0.00000E+00    0.00000E+00    0.21324E-16    0.13063E-18
   698    0.00000E+00    0.00000E+00    0.00000E+00    0.21294E-16    0.21054E-18
   699    0.00000E+00    0.00000E+00    0.00000E+00    0.21265E-16    0.23426E-18
   700    0.00000E+00    0.00000E+00    0.00000E+00    0.21235E-16    0.32270E-18
   701    0.00000E+00    0.00000E+00    0.00000E+00    0.21205E-16    0.49616E-18
   702    0.00000E+00    0.00000E+00    0.00000E+00    0.21175E-16    0.58549E-18
   703    0.00000E+00    0.00000E+00    0.00000E+00    0.21146E-16    0.48221E-18
   704    0.00000E+00    0.00000E+00    0.00000E+00    0.21116E-16    0.31331E-18
   705    0.00000E+00    0.00000E+00    0.00000E+00    0.21086E-16    0.24063E-18
   706    0.00000E+00    0.00000E+00    0.00000E+00    0.21057E-16    0.21270E-18
   707    0.00000E+00    0.00000E+00    0.00000E+00    0.21027E-16    0.79176E-19
   708    0.00000E+00    0.00000E+00    0.00000E+00    0.20997E-16   -0.13136E-18
   709    0.00000E+00    0.00000E+00    0.00000E+00    0.20968E-16   -0.24319E-18
   710    0.00000E+00    0.00000E+00    0.00000E+00    0.20938E-16   -0.22239E-18
   711    0.00000E+00    0.00000E+00    0.00000E+00    0.20908E-16   -0.23151E-18
   712    0.00000E+00    0.00000E+00    0.00000E+00    0.20878E-16   -0.35071E-18
   713    0.00000E+00    0.00000E+00    0.00000E+00    0.20849E-16   -0.43257E-18
   714    0.00000E+00    0.00000E+00    0.00000E+00    0.20819E-16   -0.34057E-18
   715    0.00000E+00    0.00000E+00    0.00000E+00    0.20789E-16   -0.17776E-18
   716    0.00000E+00    0.00000E+00    0.00000E+00    0.20759E-16   -0.12559E-18
   717    0.00000E+00    0.00000E+00    0.00000E+00    0.20730E-16   -0.16207E-18
   718    0.00000E+00    0.00000E+00    0.00000E+00    0.20700E-16   -0.12503E-18
   719    0.00000E+00    0.00000E+00    0.00000E+00    0.20670E-16   -0.17223E-20
   720    0.00000E+00    0.00000E+00    0.00000E+00    0.20640E-16    0.53078E-19
   721    0.00000E+00    0.00000E+00    0.00000E+00    0.20610E-16    0.11693E-20
   722    0.00000E+00    0.00000E+00    0.00000E+00    0.20580E-16    0.16271E-19
   723    0.00000E+00    0.00000E+00    0.00000E+00    0.20550E-16    0.21043E-18
   724    0.00000E+00    0.00000E+00    0.00000E+00    0.20520E-16    0.43862E-18
   725    0.00000E+00    0.00000E+00    0.00000E+00    0.20490E-16    0.51213E-18
   726    0.00000E+00    0.00000E+00    0.00000E+00    0.20460E-16    0.47497E-18
   727    0.00000E+00    0.00000E+00    0.00000E+00    0.20430E-16    0.49224E-18
   728    0.00000E+00    0.00000E+00    0.00000E+00    0.20400E-16    0.54549E-18
   729    0.00000E+00    0.00000E+00    0.00000E+00    0.20370E-16    0.44967E-18
   730    0.00000E+00    0.00000E+00    0.00000E+00    0.20340E-16    0.16436E-18
   731    0.00000E+00    0.00000E+00    0.00000E+00    0.20309E-16   -0.12243E-18
   732    0.00000E+00    0.00000E+00    0.00000E+00    0.20279E-16   -0.27972E-18
   733    0.00000E+00    0.00000E+00    0.00000E+00    0.20249E-16   -0.41304E-18
   734    0.00000E+00    0.00000E+00    0.00000E+00    0.20219E-16   -0.64286E-18
   735    0.00000E+00    0.00000E+00    0.00000E+00    0.20189E-16   -0.86035E-18
   736    0.00000E+00    0.00000E+00    0.00000E+00    0.20159E-16   -0.87497E-18
   737    0.00000E+00    0.00000E+00    0.00000E+00    0.20128E-16   -0.70777E-18
   738    0.00000E+00    0.00000E+00    0.00000E+00    0.20098E-16   -0.53972E-18
   739    0.00000E+00    0.00000E+00    0.00000E+00    0.20068E-16   -0.40578E-18
   740    0.00000E+00    0.00000E+00    0.00000E+00    0.20038E-16   -0.15441E-18
   741    0.00000E+00    0.00000E+00    0.00000E+00    0.20007E-16    0.25626E-18
   742    0.00000E+00    0.00000E+00    0.00000E+00    0.19977E-16    0.62860E-18
   743    0.00000E+00    0.00000E+00    0.00000E+00    0.19947E-16    0.79478E-18
   744    0.00000E+00    0.00000E+00    0.00000E+00    0.19917E-16    0.84699E-18
   745    0.00000E+00    0.00000E+00    0.00000E+00    0.19886E-16    0.94641E-18
   746    0.00000E+00    0.00000E+00    0.00000E+00    0.19856E-16    0.10271E-17
   747    0.00000E+00    0.00000E+00    0.00000E+00    0.19826E-16    0.88945E-18
   748    0.00000E+00    0.00000E+00    0.00000E+00    0.19795E-16    0.53255E-18
   749    0.00000E+00    0.00000E+00    0.00000E+00    0.19765E-16    0.17605E-18
   750    0.00000E+00    0.00000E+00    0.00000E+00    0.19734E-16   -0.64230E-19
   751    0.00000E+00    0.00000E+00    0.00000E+00    0.19704E-16   -0.31268E-18
   752    0.00000E+00    0.00000E+00    0.00000E+00    0.19674E-16   -0.66540E-18
   753    0.00000E+00    0.00000E+00    0.00000E+00    0.19643E-16   -0.97473E-18
   754    0.00000E+00    0.00000E+00    0.00000E+00    0.19613E-16   -0.10517E-17
   755    0.00000E+00    0.00000E+00    0.00000E+00    0.19582E-16   -0.95033E-18
   756    0.00000E+00    0.00000E+00    0.00000E+00    0.19552E-16   -0.85924E-18
   757    0.00000E+00    0.00000E+00    0.00000E+00    0.19521E-16   -0.78194E-18
   758    0.00000E+00    0.00000E+00    0.00000E+00    0.19491E-16   -0.54114E-18
   759    0.00000E+00    0.00000E+00    0.00000E+00    0.19460E-16   -0.10110E-18
   760    0.00000E+00    0.00000E+00    0.00000E+00    0.19430E-16    0.33153E-18
   761    0.00000E+00    0.00000E+00    0.00000E+00    0.19399E-16    0.60097E-18
   762    0.00000E+00    0.00000E+00    0.00000E+00    0.19369E-16    0.80698E-18
   763    0.00000E+00    0.00000E+00    0.00000E+00    0.19338E-16    0.10855E-17
   764    0.00000E+00    0.00000E+00    0.00000E+00    0.19308E-16    0.13363E-17
   765    0.00000E+00    0.00000E+00    0.00000E+00    0.19277E-16    0.13569E-17
   766    0.00000E+00    0.00000E+00    0.00000E+00    0.19247E-16    0.11651E-17
   767    0.00000E+00    0.00000E+00    0.00000E+00    0.19216E-16    0.97335E-18
   768    0.00000E+00    0.00000E+00    0.00000E+00    0.19186E-16    0.85318E-18
   769    0.00000E+00    0.00000E+00    0.00000E+00    0.19155E-16    0.64024E-18
   770    0.00000E+00    0.00000E+00    0.00000E+00    0.19124E-16    0.23462E-18
   771    0.00000E+00    0.00000E+00    0.00000E+00    0.19094E-16   -0.20325E-18
   772    0.00000E+00    0.00000E+00    0.00000E+00    0.19063E-16   -0.48334E-18
   773    0.00000E+00    0.00000E+00    0.00000E+00    0.19033E-16   -0.65834E-18
   774    0.00000E+00    0.00000E+00    0.00000E+00    0.19002E-16   -0.89024E-18
   775    0.00000E+00    0.00000E+00    0.00000E+00    0.18971E-16   -0.11427E-17
   776    0.00000E+00    0.00000E+00    0.00000E+00    0.18941E-16   -0.12215E-17
   777    0.00000E+00    0.00000E+00    0.00000E+00    0.18910E-16   -0.10992E-17
   778    0.00000E+00    0.00000E+00    0.00000E+00    0.18880E-16   -0.97857E-18
   779    0.00000E+00    0.00000E+00    0.00000E+00    0.18849E-16   -0.97399E-18
   780    0.00000E+00    0.00000E+00    0.00000E+00    0.18819E-16   -0.93101E-18
   781    0.00000E+00    0.00000E+00    0.00000E+00    0.18788E-16   -0.68382E-18
   782    0.00000E+00    0.00000E+00    0.00000E+00    0.18757E-16   -0.33514E-18
   783    0.00000E+00    0.00000E+00    0.00000E+00    0.18727E-16   -0.10047E-18
   784    0.00000E+00    0.00000E+00    0.00000E+00    0.18696E-16    0.26176E-19
   785    0.00000E+00    0.00000E+00    0.00000E+00    0.18666E-16    0.23858E-18
   786    0.00000E+00    0.00000E+00    0.00000E+00    0.18635E-16    0.57526E-18
   787    0.00000E+00    0.00000E+00    0.00000E+00    0.18604E-16    0.83524E-18
   788    0.00000E+00    0.00000E+00    0.00000E+00    0.18574E-16    0.88986E-18
   789    0.00000E+00    0.00000E+00    0.00000E+00    0.18543E-16    0.87933E-18
   790    0.00000E+00    0.00000E+00    0.00000E+00    0.18513E-16    0.97489E-18
   791    0.00000E+00    0.00000E+00    0.00000E+00    0.18482E-16    0.11030E-17
   792    0.00000E+00    0.00000E+00    0.00000E+00    0.18451E-16    0.10826E-17
   793    0.00000E+00    0.00000E+00    0.00000E+00    0.18421E-16    0.94084E-18
   794    0.00000E+00    0.00000E+00    0.00000E+00    0.18390E-16    0.87820E-18
   795    0.00000E+00    0.00000E+00    0.00000E+00    0.18360E-16    0.94117E-18
   796    0.00000E+00    0.00000E+00    0.00000E+00    0.18329E-16    0.94428E-18
   797    0.00000E+00    0.00000E+00    0.00000E+00    0.18299E-16    0.77741E-18
   798    0.00000E+00    0.00000E+00    0.00000E+00    0.18268E-16    0.59376E-18
   799    0.00000E+00    0.00000E+00    0.00000E+00    0.18237E-16    0.56558E-18
   800    0.00000E+00    0.00000E+00    0.00000E+00    0.18207E-16    0.60969E-18
   801    0.00000E+00    0.00000E+00    0.00000E+00    0.18176E-16    0.53074E-18
   802    0.00000E+00    0.00000E+00    0.00000E+00    0.18146E-16    0.34529E-18
   803    0.00000E+00    0.00000E+00    0.00000E+00    0.18115E-16    0.25514E-18
   804    0.00000E+00    0.00000E+00    0.00000E+00    0.18084E-16    0.31868E-18
   805    0.00000E+00    0.00000E+00    0.00000E+00    0.18054E-16    0.35866E-18
   806    0.00000E+00    0.00000E+00    0.00000E+00    0.18023E-16    0.25370E-18
   807    0.00000E+00    0.00000E+00    0.00000E+00    0.17992E-16    0.13704E-18
   808    0.00000E+00    0.00000E+00    0.00000E+00    0.17962E-16    0.16788E-18
   809    0.00000E+00    0.00000E+00    0.00000E+00    0.17931E-16    0.25675E-18
   810    0.00000E+00    0.00000E+00    0.00000E+00    0.17900E-16    0.20488E-18
   811    0.00000E+00    0.00000E+00    0.00000E+00    0.17870E-16    0.30517E-19
   812    0.00000E+00    0.00000E+00    0.00000E+00    0.17839E-16   -0.52645E-19
   813    0.00000E+00    0.00000E+00    0.00000E+00    0.17808E-16    0.25274E-19
   814    0.00000E+00    0.00000E+00    0.00000E+00    0.17778E-16    0.83256E-19
   815    0.00000E+00    0.00000E+00    0.00000E+00    0.17747E-16   -0.12498E-19
   816    0.00000E+00    0.00000E+00    0.00000E+00    0.17716E-16   -0.12987E-18
   817    0.00000E+00    0.00000E+00    0.00000E+00    0.17685E-16   -0.85997E-19
   818    0.00000E+00    0.00000E+00    0.00000E+00    0.17655E-16    0.55407E-19
   819    0.00000E+00    0.00000E+00    0.00000E+00    0.17624E-16    0.88629E-19
   820    0.00000E+00    0.00000E+00    0.00000E+00    0.17593E-16   -0.14493E-20
   821    0.00000E+00    0.00000E+00    0.00000E+00    0.17562E-16   -0.21414E-19
   822    0.00000E+00    0.00000E+00    0.00000E+00    0.17531E-16    0.10803E-18
   823    0.00000E+00    0.00000E+00    0.00000E+00    0.17501E-16    0.21693E-18
   824    0.00000E+00    0.00000E+00    0.00000E+00    0.17470E-16    0.15790E-18
   825    0.00000E+00    0.00000E+00    0.00000E+00    0.17439E-16    0.39449E-19
   826    0.00000E+00    0.00000E+00    0.00000E+00    0.17408E-16    0.41195E-19
   827    0.00000E+00    0.00000E+00    0.00000E+00    0.17377E-16    0.11767E-18
   828    0.00000E+00    0.00000E+00    0.00000E+00    0.17347E-16    0.74659E-19
   829    0.00000E+00    0.00000E+00    0.00000E+00    0.17316E-16   -0.10873E-18
   830    0.00000E+00    0.00000E+00    0.00000E+00    0.17285E-16   -0.23837E-18
   831    0.00000E+00    0.00000E+00    0.00000E+00    0.17254E-16   -0.21199E-18
   832    0.00000E+00    0.00000E+00    0.00000E+00    0.17223E-16   -0.17220E-18
   833    0.00000E+00    0.00000E+00    0.00000E+00    0.17192E-16   -0.25722E-18
   834    0.00000E+00    0.00000E+00    0.00000E+00    0.17161E-16   -0.35982E-18
   835    0.00000E+00    0.00000E+00    0.00000E+00    0.17131E-16   -0.29405E-18
   836    0.00000E+00    0.00000E+00    0.00000E+00    0.17100E-16   -0.10030E-18
   837    0.00000E+00    0.00000E+00    0.00000E+00    0.17069E-16    0.10311E-19
   838    0.00000E+00    0.00000E+00    0.00000E+00    0.17038E-16   -0.14111E-19
   839    0.00000E+00    0.00000E+00    0.00000E+00    0.17007E-16    0.55773E-20
   840    0.00000E+00    0.00000E+00    0.00000E+00    0.16976E-16    0.17721E-18
   841    0.00000E+00    0.00000E+00    0.00000E+00    0.16946E-16    0.35114E-18
   842    0.00000E+00    0.00000E+00    0.00000E+00    0.16915E-16    0.35314E-18
   843    0.00000E+00    0.00000E+00    0.00000E+00    0.16884E-16    0.25948E-18
   844    0.00000E+00    0.00000E+00    0.00000E+00    0.16853E-16    0.26959E-18
   845    0.00000E+00    0.00000E+00    0.00000E+00    0.16822E-16    0.38277E-18
   846    0.00000E+00    0.00000E+00    0.00000E+00    0.16791E-16    0.40134E-18
   847    0.00000E+00    0.00000E+00    0.00000E+00    0.16760E-16    0.25483E-18
   848    0.00000E+00    0.00000E+00    0.00000E+00    0.16730E-16    0.12137E-18
   849    0.00000E+00    0.00000E+00    0.00000E+00    0.16699E-16    0.15142E-18
   850    0.00000E+00    0.00000E+00    0.00000E+00    0.16668E-16    0.24086E-18
   851    0.00000E+00    0.00000E+00    0.00000E+00    0.16637E-16    0.21351E-18
   852    0.00000E+00    0.00000E+00    0.00000E+00    0.16606E-16    0.11035E-18
   853    0.00000E+00    0.00000E+00    0.00000E+00    0.16575E-16    0.11541E-18
   854    0.00000E+00    0.00000E+00    0.00000E+00    0.16545E-16    0.24475E-18
   855    0.00000E+00    0.00000E+00    0.00000E+00    0.16514E-16    0.30853E-18
   856    0.00000E+00    0.00000E+00    0.00000E+00    0.16483E-16    0.21153E-18
   857    0.00000E+00    0.00000E+00    0.00000E+00    0.16452E-16    0.10601E-18
   858    0.00000E+00    0.00000E+00    0.00000E+00    0.16421E-16    0.14364E-18
   859    0.00000E+00    0.00000E+00    0.00000E+00    0.16391E-16    0.22481E-18
   860    0.00000E+00    0.00000E+00    0.00000E+00    0.16360E-16    0.15182E-18
   861    0.00000E+00    0.00000E+00    0.00000E+00    0.16329E-16   -0.58204E-19
   862    0.00000E+00    0.00000E+00    0.00000E+00    0.16299E-16   -0.19917E-18
   863    0.00000E+00    0.00000E+00    0.00000E+00    0.16268E-16   -0.19511E-18
   864    0.00000E+00    0.00000E+00    0.00000E+00    0.16237E-16   -0.19867E-18
   865    0.00000E+00    0.00000E+00    0.00000E+00    0.16206E-16   -0.31768E-18
   866    0.00000E+00    0.00000E+00    0.00000E+00    0.16176E-16   -0.42123E-18
   867    0.00000E+00    0.00000E+00    0.00000E+00    0.16145E-16   -0.34517E-18
   868    0.00000E+00    0.00000E+00    0.00000E+00    0.16114E-16   -0.16510E-18
   869    0.00000E+00    0.00000E+00    0.00000E+00    0.16084E-16   -0.89940E-19
   870    0.00000E+00    0.00000E+00    0.00000E+00    0.16053E-16   -0.13765E-18
   871    0.00000E+00    0.00000E+00    0.00000E+00    0.16023E-16   -0.11011E-18
   872    0.00000E+00    0.00000E+00    0.00000E+00    0.15992E-16    0.90064E-19
