#    L    TT             EE             TE          
   505    0.24691E+04    0.75975E+01   -0.55757E+02
   506    0.24762E+04    0.74993E+01   -0.54692E+02
   507    0.24831E+04    0.74050E+01   -0.53605E+02
   508    0.24897E+04    0.73149E+01   -0.52502E+02
   509    0.24962E+04    0.72286E+01   -0.51379E+02
   510    0.25025E+04    0.71466E+01   -0.50241E+02
   511    0.25085E+04    0.70687E+01   -0.49084E+02
   512    0.25144E+04    0.69952E+01   -0.47913E+02
   513    0.25200E+04    0.69259E+01   -0.46726E+02
   514    0.25255E+04    0.68611E+01   -0.45525E+02
   515    0.25307E+04    0.68007E+01   -0.44310E+02
   516    0.25357E+04    0.67448E+01   -0.43082E+02
   517    0.25404E+04    0.66934E+01   -0.41841E+02
   518    0.25450E+04    0.66468E+01   -0.40590E+02
   519    0.25493E+04    0.66048E+01   -0.39329E+02
   520    0.25534E+04    0.65674E+01   -0.38055E+02
   521    0.25573E+04    0.65349E+01   -0.36774E+02
   522    0.25609E+04    0.65071E+01   -0.35482E+02
   523    0.25643E+04    0.64842E+01   -0.34184E+02
   524    0.25674E+04    0.64662E+01   -0.32878E+02
   525    0.25704E+04    0.64532E+01   -0.31567E+02
   526    0.25731E+04    0.64451E+01   -0.30248E+02
   527    0.25755E+04    0.64421E+01   -0.28927E+02
   528    0.25777E+04    0.64440E+01   -0.27600E+02
   529    0.25797E+04    0.64511E+01   -0.26270E+02
   530    0.25815E+04    0.64632E+01   -0.24937E+02
   531    0.25830E+04    0.64805E+01   -0.23604E+02
   532    0.25843E+04    0.65030E+01   -0.22268E+02
   533    0.25853E+04    0.65306E+01   -0.20933E+02
   534    0.25861E+04    0.65634E+01   -0.19597E+02
   535    0.25867E+04    0.66014E+01   -0.18264E+02
   536    0.25870E+04    0.66446E+01   -0.16932E+02
   537    0.25871E+04    0.66931E+01   -0.15603E+02
   538    0.25869E+04    0.67468E+01   -0.14277E+02
   539    0.25866E+04    0.68057E+01   -0.12956E+02
   540    0.25860E+04    0.68699E+01   -0.11640E+02
   541    0.25851E+04    0.69394E+01   -0.10329E+02
   542    0.25840E+04    0.70141E+01   -0.90254E+01
   543    0.25827E+04    0.70941E+01   -0.77290E+01
   544    0.25812E+04    0.71793E+01   -0.64401E+01
   545    0.25794E+04    0.72697E+01   -0.51603E+01
   546    0.25774E+04    0.73654E+01   -0.38898E+01
   547    0.25752E+04    0.74663E+01   -0.26294E+01
   548    0.25728E+04    0.75725E+01   -0.13800E+01
   549    0.25701E+04    0.76838E+01   -0.14237E+00
   550    0.25673E+04    0.78002E+01    0.10834E+01
   551    0.25642E+04    0.79218E+01    0.22957E+01
   552    0.25609E+04    0.80486E+01    0.34946E+01
   553    0.25573E+04    0.81804E+01    0.46789E+01
   554    0.25536E+04    0.83173E+01    0.58485E+01
   555    0.25496E+04    0.84592E+01    0.70018E+01
   556    0.25455E+04    0.86061E+01    0.81395E+01
   557    0.25411E+04    0.87580E+01    0.92595E+01
   558    0.25366E+04    0.89148E+01    0.10362E+02
   559    0.25318E+04    0.90765E+01    0.11446E+02
   560    0.25269E+04    0.92430E+01    0.12512E+02
   561    0.25218E+04    0.94143E+01    0.13557E+02
   562    0.25165E+04    0.95903E+01    0.14583E+02
   563    0.25110E+04    0.97710E+01    0.15588E+02
   564    0.25053E+04    0.99564E+01    0.16571E+02
   565    0.24994E+04    0.10146E+02    0.17532E+02
   566    0.24934E+04    0.10341E+02    0.18472E+02
   567    0.24872E+04    0.10540E+02    0.19387E+02
   568    0.24808E+04    0.10743E+02    0.20280E+02
   569    0.24743E+04    0.10951E+02    0.21148E+02
   570    0.24676E+04    0.11163E+02    0.21992E+02
   571    0.24607E+04    0.11379E+02    0.22809E+02
   572    0.24537E+04    0.11599E+02    0.23603E+02
   573    0.24466E+04    0.11824E+02    0.24369E+02
   574    0.24393E+04    0.12052E+02    0.25109E+02
   575    0.24318E+04    0.12284E+02    0.25822E+02
   576    0.24243E+04    0.12520E+02    0.26508E+02
   577    0.24166E+04    0.12760E+02    0.27166E+02
   578    0.24087E+04    0.13004E+02    0.27795E+02
   579    0.24008E+04    0.13251E+02    0.28396E+02
   580    0.23927E+04    0.13502E+02    0.28967E+02
   581    0.23845E+04    0.13756E+02    0.29510E+02
   582    0.23762E+04    0.14013E+02    0.30021E+02
   583    0.23678E+04    0.14274E+02    0.30503E+02
   584    0.23593E+04    0.14537E+02    0.30954E+02
   585    0.23507E+04    0.14804E+02    0.31375E+02
   586    0.23420E+04    0.15074E+02    0.31764E+02
   587    0.23333E+04    0.15346E+02    0.32122E+02
   588    0.23244E+04    0.15622E+02    0.32448E+02
   589    0.23155E+04    0.15900E+02    0.32743E+02
   590    0.23065E+04    0.16180E+02    0.33004E+02
   591    0.22974E+04    0.16463E+02    0.33235E+02
   592    0.22882E+04    0.16748E+02    0.33431E+02
   593    0.22790E+04    0.17036E+02    0.33596E+02
   594    0.22698E+04    0.17326E+02    0.33727E+02
   595    0.22605E+04    0.17618E+02    0.33826E+02
   596    0.22511E+04    0.17911E+02    0.33890E+02
   597    0.22417E+04    0.18207E+02    0.33922E+02
   598    0.22323E+04    0.18504E+02    0.33920E+02
   599    0.22229E+04    0.18803E+02    0.33885E+02
   600    0.22134E+04    0.19103E+02    0.33815E+02
   601    0.22039E+04    0.19404E+02    0.33714E+02
   602    0.21944E+04    0.19707E+02    0.33576E+02
   603    0.21849E+04    0.20011E+02    0.33406E+02
   604    0.21753E+04    0.20316E+02    0.33202E+02
   605    0.21658E+04    0.20621E+02    0.32964E+02
   606    0.21563E+04    0.20928E+02    0.32692E+02
   607    0.21468E+04    0.21235E+02    0.32387E+02
   608    0.21373E+04    0.21543E+02    0.32049E+02
   609    0.21278E+04    0.21851E+02    0.31675E+02
   610    0.21183E+04    0.22159E+02    0.31270E+02
   611    0.21089E+04    0.22468E+02    0.30829E+02
   612    0.20995E+04    0.22776E+02    0.30357E+02
   613    0.20901E+04    0.23085E+02    0.29849E+02
   614    0.20808E+04    0.23393E+02    0.29311E+02
   615    0.20716E+04    0.23701E+02    0.28738E+02
   616    0.20624E+04    0.24008E+02    0.28134E+02
   617    0.20532E+04    0.24315E+02    0.27495E+02
   618    0.20441E+04    0.24622E+02    0.26826E+02
   619    0.20351E+04    0.24927E+02    0.26123E+02
   620    0.20261E+04    0.25231E+02    0.25390E+02
   621    0.20172E+04    0.25535E+02    0.24624E+02
   622    0.20084E+04    0.25837E+02    0.23827E+02
   623    0.19996E+04    0.26138E+02    0.22998E+02
   624    0.19910E+04    0.26437E+02    0.22141E+02
   625    0.19824E+04    0.26735E+02    0.21250E+02
   626    0.19740E+04    0.27031E+02    0.20332E+02
   627    0.19656E+04    0.27326E+02    0.19381E+02
   628    0.19574E+04    0.27618E+02    0.18403E+02
   629    0.19492E+04    0.27909E+02    0.17394E+02
   630    0.19412E+04    0.28197E+02    0.16359E+02
   631    0.19332E+04    0.28483E+02    0.15293E+02
   632    0.19254E+04    0.28767E+02    0.14200E+02
   633    0.19177E+04    0.29048E+02    0.13079E+02
   634    0.19102E+04    0.29327E+02    0.11933E+02
   635    0.19027E+04    0.29603E+02    0.10758E+02
   636    0.18954E+04    0.29876E+02    0.95577E+01
   637    0.18883E+04    0.30146E+02    0.83313E+01
   638    0.18812E+04    0.30413E+02    0.70807E+01
   639    0.18743E+04    0.30677E+02    0.58059E+01
   640    0.18676E+04    0.30938E+02    0.45046E+01
   641    0.18610E+04    0.31195E+02    0.31823E+01
   642    0.18546E+04    0.31449E+02    0.18340E+01
   643    0.18483E+04    0.31699E+02    0.46567E+00
   644    0.18421E+04    0.31945E+02   -0.92675E+00
   645    0.18362E+04    0.32188E+02   -0.23388E+01
   646    0.18303E+04    0.32427E+02   -0.37737E+01
   647    0.18247E+04    0.32662E+02   -0.52267E+01
   648    0.18192E+04    0.32892E+02   -0.67012E+01
   649    0.18139E+04    0.33119E+02   -0.81935E+01
   650    0.18087E+04    0.33341E+02   -0.97056E+01
   651    0.18038E+04    0.33559E+02   -0.11234E+02
   652    0.17990E+04    0.33773E+02   -0.12781E+02
   653    0.17944E+04    0.33982E+02   -0.14343E+02
   654    0.17899E+04    0.34186E+02   -0.15923E+02
   655    0.17857E+04    0.34386E+02   -0.17516E+02
   656    0.17816E+04    0.34580E+02   -0.19125E+02
   657    0.17777E+04    0.34771E+02   -0.20747E+02
   658    0.17740E+04    0.34956E+02   -0.22383E+02
   659    0.17705E+04    0.35136E+02   -0.24031E+02
   660    0.17672E+04    0.35311E+02   -0.25691E+02
   661    0.17641E+04    0.35481E+02   -0.27361E+02
   662    0.17612E+04    0.35645E+02   -0.29043E+02
   663    0.17584E+04    0.35805E+02   -0.30734E+02
   664    0.17559E+04    0.35959E+02   -0.32434E+02
   665    0.17535E+04    0.36108E+02   -0.34142E+02
   666    0.17514E+04    0.36251E+02   -0.35858E+02
   667    0.17494E+04    0.36389E+02   -0.37581E+02
   668    0.17477E+04    0.36521E+02   -0.39310E+02
   669    0.17461E+04    0.36648E+02   -0.41043E+02
   670    0.17448E+04    0.36768E+02   -0.42783E+02
   671    0.17436E+04    0.36884E+02   -0.44525E+02
   672    0.17427E+04    0.36994E+02   -0.46270E+02
   673    0.17419E+04    0.37097E+02   -0.48018E+02
   674    0.17414E+04    0.37195E+02   -0.49768E+02
   675    0.17410E+04    0.37287E+02   -0.51518E+02
   676    0.17408E+04    0.37373E+02   -0.53269E+02
   677    0.17409E+04    0.37453E+02   -0.55019E+02
   678    0.17411E+04    0.37527E+02   -0.56768E+02
   679    0.17416E+04    0.37595E+02   -0.58514E+02
   680    0.17422E+04    0.37657E+02   -0.60257E+02
   681    0.17431E+04    0.37713E+02   -0.61998E+02
   682    0.17441E+04    0.37763E+02   -0.63733E+02
   683    0.17453E+04    0.37806E+02   -0.65463E+02
   684    0.17467E+04    0.37844E+02   -0.67188E+02
   685    0.17484E+04    0.37875E+02   -0.68905E+02
   686    0.17502E+04    0.37901E+02   -0.70616E+02
   687    0.17522E+04    0.37920E+02   -0.72318E+02
   688    0.17544E+04    0.37933E+02   -0.74012E+02
   689    0.17568E+04    0.37939E+02   -0.75695E+02
   690    0.17593E+04    0.37940E+02   -0.77369E+02
   691    0.17621E+04    0.37934E+02   -0.79031E+02
   692    0.17650E+04    0.37923E+02   -0.80683E+02
   693    0.17682E+04    0.37905E+02   -0.82321E+02
   694    0.17715E+04    0.37881E+02   -0.83946E+02
   695    0.17749E+04    0.37850E+02   -0.85558E+02
   696    0.17786E+04    0.37814E+02   -0.87156E+02
   697    0.17824E+04    0.37771E+02   -0.88737E+02
   698    0.17865E+04    0.37723E+02   -0.90304E+02
   699    0.17906E+04    0.37668E+02   -0.91853E+02
   700    0.17950E+04    0.37607E+02   -0.93386E+02
   701    0.17995E+04    0.37540E+02   -0.94900E+02
   702    0.18042E+04    0.37467E+02   -0.96397E+02
   703    0.18090E+04    0.37388E+02   -0.97874E+02
   704    0.18140E+04    0.37304E+02   -0.99332E+02
   705    0.18192E+04    0.37213E+02   -0.10077E+03
   706    0.18245E+04    0.37117E+02   -0.10219E+03
   707    0.18300E+04    0.37016E+02   -0.10358E+03
   708    0.18356E+04    0.36907E+02   -0.10495E+03
   709    0.18413E+04    0.36794E+02   -0.10630E+03
   710    0.18472E+04    0.36674E+02   -0.10763E+03
   711    0.18533E+04    0.36550E+02   -0.10893E+03
   712    0.18594E+04    0.36419E+02   -0.11021E+03
   713    0.18658E+04    0.36284E+02   -0.11146E+03
   714    0.18722E+04    0.36142E+02   -0.11269E+03
   715    0.18788E+04    0.35996E+02   -0.11389E+03
   716    0.18855E+04    0.35844E+02   -0.11506E+03
   717    0.18923E+04    0.35688E+02   -0.11621E+03
   718    0.18992E+04    0.35525E+02   -0.11733E+03
   719    0.19062E+04    0.35359E+02   -0.11842E+03
   720    0.19134E+04    0.35186E+02   -0.11948E+03
   721    0.19207E+04    0.35010E+02   -0.12051E+03
   722    0.19280E+04    0.34828E+02   -0.12151E+03
   723    0.19355E+04    0.34642E+02   -0.12249E+03
   724    0.19430E+04    0.34451E+02   -0.12343E+03
   725    0.19507E+04    0.34256E+02   -0.12434E+03
   726    0.19584E+04    0.34055E+02   -0.12521E+03
   727    0.19662E+04    0.33852E+02   -0.12606E+03
   728    0.19741E+04    0.33643E+02   -0.12687E+03
   729    0.19821E+04    0.33431E+02   -0.12766E+03
   730    0.19902E+04    0.33214E+02   -0.12840E+03
   731    0.19983E+04    0.32993E+02   -0.12912E+03
   732    0.20064E+04    0.32769E+02   -0.12980E+03
   733    0.20147E+04    0.32541E+02   -0.13045E+03
   734    0.20230E+04    0.32309E+02   -0.13106E+03
   735    0.20313E+04    0.32074E+02   -0.13164E+03
   736    0.20397E+04    0.31835E+02   -0.13218E+03
   737    0.20482E+04    0.31593E+02   -0.13269E+03
   738    0.20566E+04    0.31348E+02   -0.13316E+03
   739    0.20651E+04    0.31100E+02   -0.13360E+03
   740    0.20737E+04    0.30848E+02   -0.13400E+03
   741    0.20823E+04    0.30594E+02   -0.13437E+03
   742    0.20909E+04    0.30338E+02   -0.13470E+03
   743    0.20995E+04    0.30078E+02   -0.13499E+03
   744    0.21081E+04    0.29816E+02   -0.13524E+03
   745    0.21167E+04    0.29551E+02   -0.13546E+03
   746    0.21254E+04    0.29285E+02   -0.13565E+03
   747    0.21340E+04    0.29015E+02   -0.13579E+03
   748    0.21427E+04    0.28745E+02   -0.13590E+03
   749    0.21513E+04    0.28471E+02   -0.13597E+03
   750    0.21599E+04    0.28197E+02   -0.13601E+03
   751    0.21685E+04    0.27921E+02   -0.13600E+03
   752    0.21771E+04    0.27643E+02   -0.13596E+03
   753    0.21857E+04    0.27363E+02   -0.13588E+03
   754    0.21942E+04    0.27083E+02   -0.13577E+03
   755    0.22027E+04    0.26801E+02   -0.13562E+03
   756    0.22112E+04    0.26519E+02   -0.13543E+03
   757    0.22196E+04    0.26235E+02   -0.13520E+03
   758    0.22280E+04    0.25951E+02   -0.13494E+03
   759    0.22364E+04    0.25665E+02   -0.13464E+03
   760    0.22447E+04    0.25380E+02   -0.13431E+03
   761    0.22529E+04    0.25094E+02   -0.13393E+03
   762    0.22611E+04    0.24808E+02   -0.13352E+03
   763    0.22692E+04    0.24522E+02   -0.13308E+03
   764    0.22772E+04    0.24236E+02   -0.13260E+03
   765    0.22852E+04    0.23949E+02   -0.13207E+03
   766    0.22931E+04    0.23664E+02   -0.13152E+03
   767    0.23009E+04    0.23378E+02   -0.13093E+03
   768    0.23086E+04    0.23093E+02   -0.13030E+03
   769    0.23162E+04    0.22809E+02   -0.12964E+03
   770    0.23238E+04    0.22526E+02   -0.12895E+03
   771    0.23312E+04    0.22243E+02   -0.12821E+03
   772    0.23386E+04    0.21962E+02   -0.12745E+03
   773    0.23458E+04    0.21681E+02   -0.12665E+03
   774    0.23530E+04    0.21403E+02   -0.12581E+03
   775    0.23600E+04    0.21125E+02   -0.12494E+03
   776    0.23669E+04    0.20849E+02   -0.12404E+03
   777    0.23737E+04    0.20575E+02   -0.12311E+03
   778    0.23804E+04    0.20303E+02   -0.12214E+03
   779    0.23870E+04    0.20033E+02   -0.12114E+03
   780    0.23934E+04    0.19764E+02   -0.12011E+03
   781    0.23997E+04    0.19498E+02   -0.11905E+03
   782    0.24059E+04    0.19234E+02   -0.11795E+03
   783    0.24119E+04    0.18973E+02   -0.11683E+03
   784    0.24178E+04    0.18714E+02   -0.11567E+03
   785    0.24236E+04    0.18458E+02   -0.11449E+03
   786    0.24292E+04    0.18204E+02   -0.11327E+03
   787    0.24346E+04    0.17954E+02   -0.11203E+03
   788    0.24399E+04    0.17706E+02   -0.11075E+03
   789    0.24451E+04    0.17462E+02   -0.10946E+03
   790    0.24501E+04    0.17221E+02   -0.10813E+03
   791    0.24549E+04    0.16983E+02   -0.10677E+03
   792    0.24596E+04    0.16749E+02   -0.10539E+03
   793    0.24641E+04    0.16519E+02   -0.10399E+03
   794    0.24684E+04    0.16291E+02   -0.10255E+03
   795    0.24726E+04    0.16069E+02   -0.10110E+03
   796    0.24766E+04    0.15849E+02   -0.99612E+02
   797    0.24805E+04    0.15634E+02   -0.98108E+02
   798    0.24841E+04    0.15423E+02   -0.96577E+02
   799    0.24876E+04    0.15216E+02   -0.95028E+02
   800    0.24909E+04    0.15013E+02   -0.93454E+02
   801    0.24940E+04    0.14815E+02   -0.91860E+02
   802    0.24969E+04    0.14621E+02   -0.90243E+02
   803    0.24997E+04    0.14432E+02   -0.88609E+02
   804    0.25022E+04    0.14248E+02   -0.86953E+02
   805    0.25046E+04    0.14068E+02   -0.85280E+02
   806    0.25068E+04    0.13893E+02   -0.83586E+02
   807    0.25088E+04    0.13723E+02   -0.81877E+02
   808    0.25106E+04    0.13558E+02   -0.80150E+02
   809    0.25122E+04    0.13399E+02   -0.78407E+02
   810    0.25135E+04    0.13244E+02   -0.76647E+02
   811    0.25148E+04    0.13094E+02   -0.74874E+02
   812    0.25158E+04    0.12950E+02   -0.73085E+02
   813    0.25166E+04    0.12811E+02   -0.71285E+02
   814    0.25172E+04    0.12678E+02   -0.69469E+02
   815    0.25176E+04    0.12550E+02   -0.67642E+02
   816    0.25178E+04    0.12428E+02   -0.65805E+02
   817    0.25178E+04    0.12311E+02   -0.63955E+02
   818    0.25176E+04    0.12200E+02   -0.62097E+02
   819    0.25172E+04    0.12095E+02   -0.60226E+02
   820    0.25166E+04    0.11996E+02   -0.58349E+02
   821    0.25158E+04    0.11902E+02   -0.56463E+02
   822    0.25148E+04    0.11814E+02   -0.54571E+02
   823    0.25135E+04    0.11732E+02   -0.52670E+02
   824    0.25121E+04    0.11657E+02   -0.50765E+02
   825    0.25104E+04    0.11587E+02   -0.48853E+02
   826    0.25086E+04    0.11523E+02   -0.46940E+02
   827    0.25066E+04    0.11465E+02   -0.45020E+02
   828    0.25043E+04    0.11414E+02   -0.43099E+02
   829    0.25018E+04    0.11369E+02   -0.41173E+02
   830    0.24992E+04    0.11329E+02   -0.39249E+02
   831    0.24963E+04    0.11296E+02   -0.37322E+02
   832    0.24933E+04    0.11270E+02   -0.35396E+02
   833    0.24900E+04    0.11249E+02   -0.33469E+02
   834    0.24865E+04    0.11235E+02   -0.31544E+02
   835    0.24828E+04    0.11227E+02   -0.29621E+02
   836    0.24789E+04    0.11225E+02   -0.27702E+02
   837    0.24748E+04    0.11230E+02   -0.25785E+02
   838    0.24706E+04    0.11241E+02   -0.23872E+02
   839    0.24661E+04    0.11258E+02   -0.21964E+02
   840    0.24614E+04    0.11281E+02   -0.20063E+02
   841    0.24565E+04    0.11311E+02   -0.18167E+02
   842    0.24515E+04    0.11347E+02   -0.16279E+02
   843    0.24462E+04    0.11389E+02   -0.14397E+02
   844    0.24408E+04    0.11438E+02   -0.12524E+02
   845    0.24351E+04    0.11493E+02   -0.10661E+02
   846    0.24293E+04    0.11554E+02   -0.88076E+01
   847    0.24233E+04    0.11621E+02   -0.69637E+01
   848    0.24171E+04    0.11695E+02   -0.51310E+01
   849    0.24107E+04    0.11774E+02   -0.33100E+01
   850    0.24041E+04    0.11860E+02   -0.15023E+01
   851    0.23973E+04    0.11952E+02    0.29258E+00
   852    0.23904E+04    0.12050E+02    0.20743E+01
   853    0.23833E+04    0.12154E+02    0.38420E+01
   854    0.23760E+04    0.12264E+02    0.55943E+01
   855    0.23686E+04    0.12380E+02    0.73305E+01
   856    0.23609E+04    0.12502E+02    0.90505E+01
   857    0.23532E+04    0.12630E+02    0.10754E+02
   858    0.23452E+04    0.12763E+02    0.12441E+02
   859    0.23371E+04    0.12903E+02    0.14109E+02
   860    0.23288E+04    0.13048E+02    0.15758E+02
   861    0.23204E+04    0.13199E+02    0.17389E+02
   862    0.23117E+04    0.13355E+02    0.18999E+02
   863    0.23030E+04    0.13517E+02    0.20590E+02
   864    0.22941E+04    0.13684E+02    0.22160E+02
   865    0.22850E+04    0.13857E+02    0.23708E+02
   866    0.22758E+04    0.14036E+02    0.25233E+02
   867    0.22665E+04    0.14219E+02    0.26737E+02
   868    0.22570E+04    0.14408E+02    0.28218E+02
   869    0.22474E+04    0.14602E+02    0.29675E+02
   870    0.22376E+04    0.14801E+02    0.31108E+02
   871    0.22278E+04    0.15005E+02    0.32516E+02
   872    0.22177E+04    0.15213E+02    0.33899E+02
   873    0.22076E+04    0.15427E+02    0.35258E+02
   874    0.21973E+04    0.15645E+02    0.36590E+02
   875    0.21869E+04    0.15868E+02    0.37897E+02
   876    0.21764E+04    0.16096E+02    0.39175E+02
   877    0.21658E+04    0.16328E+02    0.40427E+02
   878    0.21551E+04    0.16565E+02    0.41652E+02
   879    0.21443E+04    0.16805E+02    0.42849E+02
   880    0.21333E+04    0.17050E+02    0.44017E+02
   881    0.21223E+04    0.17299E+02    0.45156E+02
   882    0.21112E+04    0.17552E+02    0.46266E+02
   883    0.20999E+04    0.17809E+02    0.47348E+02
   884    0.20886E+04    0.18070E+02    0.48399E+02
   885    0.20772E+04    0.18334E+02    0.49421E+02
   886    0.20657E+04    0.18602E+02    0.50410E+02
   887    0.20542E+04    0.18873E+02    0.51371E+02
   888    0.20425E+04    0.19148E+02    0.52299E+02
   889    0.20308E+04    0.19426E+02    0.53199E+02
   890    0.20190E+04    0.19707E+02    0.54065E+02
   891    0.20072E+04    0.19991E+02    0.54900E+02
   892    0.19953E+04    0.20278E+02    0.55702E+02
   893    0.19833E+04    0.20568E+02    0.56473E+02
   894    0.19713E+04    0.20861E+02    0.57213E+02
   895    0.19592E+04    0.21156E+02    0.57918E+02
   896    0.19471E+04    0.21453E+02    0.58593E+02
   897    0.19349E+04    0.21753E+02    0.59231E+02
   898    0.19227E+04    0.22055E+02    0.59839E+02
   899    0.19104E+04    0.22359E+02    0.60412E+02
   900    0.18982E+04    0.22665E+02    0.60954E+02
   901    0.18858E+04    0.22973E+02    0.61460E+02
   902    0.18735E+04    0.23282E+02    0.61935E+02
   903    0.18611E+04    0.23593E+02    0.62373E+02
   904    0.18487E+04    0.23906E+02    0.62780E+02
   905    0.18363E+04    0.24219E+02    0.63152E+02
   906    0.18239E+04    0.24535E+02    0.63492E+02
   907    0.18115E+04    0.24850E+02    0.63796E+02
   908    0.17991E+04    0.25168E+02    0.64068E+02
   909    0.17866E+04    0.25485E+02    0.64304E+02
   910    0.17742E+04    0.25804E+02    0.64508E+02
   911    0.17617E+04    0.26123E+02    0.64677E+02
   912    0.17493E+04    0.26443E+02    0.64815E+02
   913    0.17369E+04    0.26762E+02    0.64916E+02
   914    0.17245E+04    0.27082E+02    0.64986E+02
   915    0.17122E+04    0.27402E+02    0.65019E+02
   916    0.16998E+04    0.27722E+02    0.65022E+02
   917    0.16875E+04    0.28042E+02    0.64989E+02
   918    0.16752E+04    0.28361E+02    0.64927E+02
   919    0.16629E+04    0.28680E+02    0.64828E+02
   920    0.16507E+04    0.28998E+02    0.64698E+02
   921    0.16385E+04    0.29315E+02    0.64532E+02
   922    0.16264E+04    0.29632E+02    0.64337E+02
   923    0.16143E+04    0.29948E+02    0.64107E+02
   924    0.16022E+04    0.30262E+02    0.63847E+02
   925    0.15902E+04    0.30575E+02    0.63553E+02
   926    0.15783E+04    0.30887E+02    0.63229E+02
   927    0.15664E+04    0.31197E+02    0.62871E+02
   928    0.15545E+04    0.31506E+02    0.62484E+02
   929    0.15428E+04    0.31813E+02    0.62063E+02
   930    0.15311E+04    0.32118E+02    0.61615E+02
   931    0.15194E+04    0.32421E+02    0.61133E+02
   932    0.15079E+04    0.32722E+02    0.60623E+02
   933    0.14964E+04    0.33020E+02    0.60081E+02
   934    0.14850E+04    0.33317E+02    0.59511E+02
   935    0.14737E+04    0.33611E+02    0.58912E+02
   936    0.14625E+04    0.33902E+02    0.58282E+02
   937    0.14513E+04    0.34191E+02    0.57626E+02
   938    0.14403E+04    0.34476E+02    0.56939E+02
   939    0.14293E+04    0.34759E+02    0.56226E+02
   940    0.14184E+04    0.35039E+02    0.55483E+02
   941    0.14077E+04    0.35316E+02    0.54715E+02
   942    0.13970E+04    0.35589E+02    0.53918E+02
   943    0.13864E+04    0.35859E+02    0.53098E+02
   944    0.13760E+04    0.36125E+02    0.52249E+02
   945    0.13656E+04    0.36388E+02    0.51378E+02
   946    0.13554E+04    0.36646E+02    0.50477E+02
   947    0.13452E+04    0.36902E+02    0.49555E+02
   948    0.13352E+04    0.37153E+02    0.48605E+02
   949    0.13253E+04    0.37401E+02    0.47636E+02
   950    0.13155E+04    0.37644E+02    0.46640E+02
   951    0.13058E+04    0.37883E+02    0.45624E+02
   952    0.12963E+04    0.38117E+02    0.44582E+02
   953    0.12869E+04    0.38348E+02    0.43522E+02
   954    0.12776E+04    0.38573E+02    0.42436E+02
   955    0.12684E+04    0.38795E+02    0.41333E+02
   956    0.12594E+04    0.39011E+02    0.40207E+02
   957    0.12505E+04    0.39223E+02    0.39065E+02
   958    0.12417E+04    0.39430E+02    0.37900E+02
   959    0.12330E+04    0.39632E+02    0.36718E+02
   960    0.12245E+04    0.39829E+02    0.35516E+02
   961    0.12162E+04    0.40021E+02    0.34298E+02
   962    0.12079E+04    0.40208E+02    0.33060E+02
   963    0.11999E+04    0.40390E+02    0.31809E+02
   964    0.11919E+04    0.40566E+02    0.30540E+02
   965    0.11841E+04    0.40737E+02    0.29257E+02
   966    0.11764E+04    0.40903E+02    0.27957E+02
   967    0.11689E+04    0.41063E+02    0.26644E+02
   968    0.11616E+04    0.41217E+02    0.25316E+02
   969    0.11543E+04    0.41367E+02    0.23976E+02
   970    0.11473E+04    0.41510E+02    0.22621E+02
   971    0.11403E+04    0.41648E+02    0.21257E+02
   972    0.11336E+04    0.41779E+02    0.19880E+02
   973    0.11269E+04    0.41906E+02    0.18493E+02
   974    0.11205E+04    0.42025E+02    0.17094E+02
   975    0.11141E+04    0.42140E+02    0.15687E+02
   976    0.11080E+04    0.42248E+02    0.14269E+02
   977    0.11020E+04    0.42351E+02    0.12844E+02
   978    0.10961E+04    0.42448E+02    0.11411E+02
   979    0.10904E+04    0.42538E+02    0.99697E+01
   980    0.10848E+04    0.42622E+02    0.85234E+01
   981    0.10794E+04    0.42700E+02    0.70691E+01
   982    0.10742E+04    0.42772E+02    0.56106E+01
   983    0.10691E+04    0.42837E+02    0.41453E+01
   984    0.10641E+04    0.42897E+02    0.26770E+01
   985    0.10593E+04    0.42950E+02    0.12036E+01
   986    0.10547E+04    0.42997E+02   -0.27120E+00
   987    0.10502E+04    0.43038E+02   -0.17496E+01
   988    0.10459E+04    0.43073E+02   -0.32285E+01
   989    0.10417E+04    0.43100E+02   -0.47098E+01
   990    0.10377E+04    0.43123E+02   -0.61911E+01
   991    0.10338E+04    0.43138E+02   -0.76740E+01
   992    0.10301E+04    0.43148E+02   -0.91553E+01
   993    0.10266E+04    0.43150E+02   -0.10637E+02
   994    0.10232E+04    0.43148E+02   -0.12115E+02
   995    0.10199E+04    0.43138E+02   -0.13593E+02
   996    0.10168E+04    0.43123E+02   -0.15066E+02
   997    0.10138E+04    0.43100E+02   -0.16536E+02
   998    0.10110E+04    0.43073E+02   -0.18002E+02
   999    0.10084E+04    0.43038E+02   -0.19464E+02
  1000    0.10059E+04    0.42997E+02   -0.20921E+02
  1001    0.10035E+04    0.42950E+02   -0.22373E+02
  1002    0.10013E+04    0.42897E+02   -0.23817E+02
  1003    0.99920E+03    0.42838E+02   -0.25256E+02
  1004    0.99727E+03    0.42773E+02   -0.26687E+02
  1005    0.99547E+03    0.42701E+02   -0.28110E+02
  1006    0.99382E+03    0.42624E+02   -0.29524E+02
  1007    0.99231E+03    0.42540E+02   -0.30930E+02
  1008    0.99094E+03    0.42451E+02   -0.32325E+02
  1009    0.98971E+03    0.42355E+02   -0.33711E+02
  1010    0.98862E+03    0.42254E+02   -0.35087E+02
  1011    0.98765E+03    0.42147E+02   -0.36452E+02
