#    L    TT             EE             TE          
   510    0.21407E+03    0.82108E+00    0.15473E+01
   511    0.21362E+03    0.83833E+00    0.16128E+01
   512    0.21316E+03    0.85595E+00    0.16762E+01
   513    0.21268E+03    0.87391E+00    0.17373E+01
   514    0.21219E+03    0.89221E+00    0.17962E+01
   515    0.21168E+03    0.91085E+00    0.18529E+01
   516    0.21116E+03    0.92983E+00    0.19072E+01
   517    0.21063E+03    0.94912E+00    0.19592E+01
   518    0.21008E+03    0.96874E+00    0.20088E+01
   519    0.20953E+03    0.98867E+00    0.20561E+01
   520    0.20895E+03    0.10089E+01    0.21007E+01
   521    0.20837E+03    0.10294E+01    0.21429E+01
   522    0.20778E+03    0.10502E+01    0.21825E+01
   523    0.20717E+03    0.10713E+01    0.22196E+01
   524    0.20656E+03    0.10927E+01    0.22540E+01
   525    0.20593E+03    0.11143E+01    0.22859E+01
   526    0.20530E+03    0.11362E+01    0.23150E+01
   527    0.20465E+03    0.11583E+01    0.23415E+01
   528    0.20400E+03    0.11807E+01    0.23651E+01
   529    0.20334E+03    0.12033E+01    0.23862E+01
   530    0.20267E+03    0.12261E+01    0.24044E+01
   531    0.20200E+03    0.12491E+01    0.24199E+01
   532    0.20131E+03    0.12724E+01    0.24324E+01
   533    0.20062E+03    0.12958E+01    0.24423E+01
   534    0.19993E+03    0.13194E+01    0.24491E+01
   535    0.19923E+03    0.13432E+01    0.24533E+01
   536    0.19852E+03    0.13672E+01    0.24544E+01
   537    0.19781E+03    0.13913E+01    0.24528E+01
   538    0.19710E+03    0.14156E+01    0.24482E+01
   539    0.19638E+03    0.14400E+01    0.24408E+01
   540    0.19566E+03    0.14645E+01    0.24303E+01
   541    0.19494E+03    0.14892E+01    0.24170E+01
   542    0.19421E+03    0.15139E+01    0.24007E+01
   543    0.19348E+03    0.15388E+01    0.23816E+01
   544    0.19275E+03    0.15637E+01    0.23594E+01
   545    0.19203E+03    0.15888E+01    0.23344E+01
   546    0.19130E+03    0.16139E+01    0.23063E+01
   547    0.19057E+03    0.16390E+01    0.22755E+01
   548    0.18984E+03    0.16643E+01    0.22417E+01
   549    0.18911E+03    0.16895E+01    0.22048E+01
   550    0.18838E+03    0.17148E+01    0.21652E+01
   551    0.18766E+03    0.17400E+01    0.21225E+01
   552    0.18694E+03    0.17654E+01    0.20771E+01
   553    0.18622E+03    0.17906E+01    0.20287E+01
   554    0.18550E+03    0.18159E+01    0.19775E+01
   555    0.18479E+03    0.18412E+01    0.19233E+01
   556    0.18408E+03    0.18664E+01    0.18664E+01
   557    0.18338E+03    0.18916E+01    0.18066E+01
   558    0.18268E+03    0.19167E+01    0.17441E+01
   559    0.18199E+03    0.19418E+01    0.16787E+01
   560    0.18130E+03    0.19668E+01    0.16106E+01
   561    0.18062E+03    0.19917E+01    0.15397E+01
   562    0.17994E+03    0.20165E+01    0.14662E+01
   563    0.17928E+03    0.20412E+01    0.13899E+01
   564    0.17862E+03    0.20657E+01    0.13110E+01
   565    0.17797E+03    0.20902E+01    0.12294E+01
   566    0.17732E+03    0.21145E+01    0.11453E+01
   567    0.17669E+03    0.21387E+01    0.10585E+01
   568    0.17606E+03    0.21627E+01    0.96932E+00
   569    0.17545E+03    0.21865E+01    0.87750E+00
   570    0.17484E+03    0.22102E+01    0.78333E+00
   571    0.17424E+03    0.22336E+01    0.68660E+00
   572    0.17366E+03    0.22569E+01    0.58760E+00
   573    0.17308E+03    0.22800E+01    0.48613E+00
   574    0.17252E+03    0.23028E+01    0.38246E+00
   575    0.17197E+03    0.23254E+01    0.27641E+00
   576    0.17143E+03    0.23478E+01    0.16825E+00
   577    0.17090E+03    0.23700E+01    0.57927E-01
   578    0.17039E+03    0.23919E+01   -0.54712E-01
   579    0.16989E+03    0.24135E+01   -0.16926E+00
   580    0.16940E+03    0.24348E+01   -0.28604E+00
   581    0.16892E+03    0.24559E+01   -0.40464E+00
   582    0.16846E+03    0.24767E+01   -0.52535E+00
   583    0.16801E+03    0.24972E+01   -0.64781E+00
   584    0.16758E+03    0.25173E+01   -0.77227E+00
   585    0.16716E+03    0.25372E+01   -0.89837E+00
   586    0.16675E+03    0.25567E+01   -0.10264E+01
   587    0.16636E+03    0.25759E+01   -0.11559E+01
   588    0.16599E+03    0.25947E+01   -0.12872E+01
   589    0.16563E+03    0.26132E+01   -0.14200E+01
   590    0.16529E+03    0.26314E+01   -0.15543E+01
   591    0.16496E+03    0.26492E+01   -0.16901E+01
   592    0.16465E+03    0.26665E+01   -0.18273E+01
   593    0.16436E+03    0.26836E+01   -0.19658E+01
   594    0.16408E+03    0.27002E+01   -0.21057E+01
   595    0.16382E+03    0.27164E+01   -0.22467E+01
   596    0.16357E+03    0.27323E+01   -0.23890E+01
   597    0.16335E+03    0.27477E+01   -0.25323E+01
   598    0.16313E+03    0.27627E+01   -0.26766E+01
   599    0.16294E+03    0.27773E+01   -0.28219E+01
   600    0.16277E+03    0.27915E+01   -0.29682E+01
   601    0.16261E+03    0.28052E+01   -0.31152E+01
   602    0.16247E+03    0.28185E+01   -0.32631E+01
   603    0.16234E+03    0.28314E+01   -0.34117E+01
   604    0.16224E+03    0.28438E+01   -0.35610E+01
   605    0.16215E+03    0.28557E+01   -0.37108E+01
   606    0.16208E+03    0.28672E+01   -0.38611E+01
   607    0.16203E+03    0.28782E+01   -0.40119E+01
   608    0.16200E+03    0.28888E+01   -0.41631E+01
   609    0.16198E+03    0.28989E+01   -0.43147E+01
   610    0.16199E+03    0.29085E+01   -0.44664E+01
   611    0.16201E+03    0.29176E+01   -0.46184E+01
   612    0.16205E+03    0.29263E+01   -0.47705E+01
   613    0.16211E+03    0.29344E+01   -0.49226E+01
   614    0.16218E+03    0.29421E+01   -0.50748E+01
   615    0.16228E+03    0.29492E+01   -0.52268E+01
   616    0.16239E+03    0.29559E+01   -0.53787E+01
   617    0.16252E+03    0.29620E+01   -0.55304E+01
   618    0.16267E+03    0.29677E+01   -0.56818E+01
   619    0.16284E+03    0.29728E+01   -0.58328E+01
   620    0.16302E+03    0.29775E+01   -0.59835E+01
   621    0.16323E+03    0.29816E+01   -0.61336E+01
   622    0.16345E+03    0.29853E+01   -0.62832E+01
   623    0.16369E+03    0.29884E+01   -0.64322E+01
   624    0.16394E+03    0.29910E+01   -0.65805E+01
   625    0.16422E+03    0.29931E+01   -0.67280E+01
   626    0.16451E+03    0.29947E+01   -0.68747E+01
   627    0.16482E+03    0.29957E+01   -0.70205E+01
   628    0.16514E+03    0.29963E+01   -0.71654E+01
   629    0.16549E+03    0.29963E+01   -0.73093E+01
   630    0.16585E+03    0.29958E+01   -0.74521E+01
   631    0.16622E+03    0.29948E+01   -0.75937E+01
   632    0.16662E+03    0.29933E+01   -0.77342E+01
   633    0.16703E+03    0.29913E+01   -0.78734E+01
   634    0.16745E+03    0.29888E+01   -0.80113E+01
   635    0.16790E+03    0.29857E+01   -0.81478E+01
   636    0.16835E+03    0.29822E+01   -0.82829E+01
   637    0.16883E+03    0.29781E+01   -0.84163E+01
   638    0.16932E+03    0.29736E+01   -0.85483E+01
   639    0.16982E+03    0.29686E+01   -0.86788E+01
   640    0.17034E+03    0.29630E+01   -0.88073E+01
   641    0.17087E+03    0.29570E+01   -0.89343E+01
   642    0.17142E+03    0.29504E+01   -0.90593E+01
   643    0.17199E+03    0.29435E+01   -0.91827E+01
   644    0.17256E+03    0.29359E+01   -0.93039E+01
   645    0.17315E+03    0.29280E+01   -0.94233E+01
   646    0.17375E+03    0.29195E+01   -0.95406E+01
   647    0.17437E+03    0.29107E+01   -0.96559E+01
   648    0.17500E+03    0.29012E+01   -0.97688E+01
   649    0.17564E+03    0.28915E+01   -0.98798E+01
   650    0.17630E+03    0.28811E+01   -0.99883E+01
   651    0.17696E+03    0.28704E+01   -0.10095E+02
   652    0.17764E+03    0.28592E+01   -0.10199E+02
   653    0.17833E+03    0.28476E+01   -0.10300E+02
   654    0.17903E+03    0.28355E+01   -0.10399E+02
   655    0.17974E+03    0.28230E+01   -0.10496E+02
   656    0.18046E+03    0.28101E+01   -0.10590E+02
   657    0.18119E+03    0.27968E+01   -0.10681E+02
   658    0.18193E+03    0.27830E+01   -0.10770E+02
   659    0.18268E+03    0.27689E+01   -0.10856E+02
   660    0.18343E+03    0.27543E+01   -0.10939E+02
   661    0.18420E+03    0.27394E+01   -0.11020E+02
   662    0.18497E+03    0.27240E+01   -0.11097E+02
   663    0.18575E+03    0.27083E+01   -0.11172E+02
   664    0.18654E+03    0.26922E+01   -0.11244E+02
   665    0.18734E+03    0.26758E+01   -0.11313E+02
   666    0.18814E+03    0.26590E+01   -0.11379E+02
   667    0.18895E+03    0.26419E+01   -0.11442E+02
   668    0.18976E+03    0.26244E+01   -0.11502E+02
   669    0.19058E+03    0.26066E+01   -0.11559E+02
   670    0.19141E+03    0.25885E+01   -0.11613E+02
   671    0.19224E+03    0.25701E+01   -0.11664E+02
   672    0.19308E+03    0.25514E+01   -0.11712E+02
   673    0.19392E+03    0.25324E+01   -0.11757E+02
   674    0.19477E+03    0.25132E+01   -0.11799E+02
   675    0.19561E+03    0.24936E+01   -0.11837E+02
   676    0.19647E+03    0.24738E+01   -0.11873E+02
   677    0.19733E+03    0.24537E+01   -0.11905E+02
   678    0.19819E+03    0.24335E+01   -0.11935E+02
   679    0.19905E+03    0.24130E+01   -0.11961E+02
   680    0.19992E+03    0.23923E+01   -0.11984E+02
   681    0.20078E+03    0.23713E+01   -0.12004E+02
   682    0.20166E+03    0.23503E+01   -0.12022E+02
   683    0.20253E+03    0.23290E+01   -0.12035E+02
   684    0.20340E+03    0.23075E+01   -0.12046E+02
   685    0.20428E+03    0.22859E+01   -0.12054E+02
   686    0.20515E+03    0.22642E+01   -0.12058E+02
   687    0.20603E+03    0.22423E+01   -0.12060E+02
   688    0.20690E+03    0.22203E+01   -0.12058E+02
   689    0.20777E+03    0.21981E+01   -0.12053E+02
   690    0.20864E+03    0.21759E+01   -0.12044E+02
   691    0.20951E+03    0.21535E+01   -0.12032E+02
   692    0.21038E+03    0.21311E+01   -0.12018E+02
   693    0.21124E+03    0.21085E+01   -0.11999E+02
   694    0.21209E+03    0.20859E+01   -0.11978E+02
   695    0.21294E+03    0.20632E+01   -0.11952E+02
   696    0.21379E+03    0.20405E+01   -0.11924E+02
   697    0.21463E+03    0.20177E+01   -0.11892E+02
   698    0.21546E+03    0.19948E+01   -0.11856E+02
   699    0.21629E+03    0.19719E+01   -0.11817E+02
   700    0.21710E+03    0.19490E+01   -0.11775E+02
   701    0.21791E+03    0.19261E+01   -0.11729E+02
   702    0.21871E+03    0.19031E+01   -0.11679E+02
   703    0.21949E+03    0.18802E+01   -0.11626E+02
   704    0.22027E+03    0.18572E+01   -0.11570E+02
   705    0.22103E+03    0.18343E+01   -0.11510E+02
   706    0.22179E+03    0.18114E+01   -0.11446E+02
   707    0.22253E+03    0.17886E+01   -0.11379E+02
   708    0.22326E+03    0.17657E+01   -0.11308E+02
   709    0.22398E+03    0.17430E+01   -0.11235E+02
   710    0.22468E+03    0.17203E+01   -0.11157E+02
   711    0.22537E+03    0.16977E+01   -0.11077E+02
   712    0.22605E+03    0.16752E+01   -0.10993E+02
   713    0.22671E+03    0.16529E+01   -0.10906E+02
   714    0.22736E+03    0.16306E+01   -0.10815E+02
   715    0.22800E+03    0.16085E+01   -0.10722E+02
   716    0.22862E+03    0.15865E+01   -0.10625E+02
   717    0.22923E+03    0.15648E+01   -0.10526E+02
   718    0.22983E+03    0.15431E+01   -0.10423E+02
   719    0.23041E+03    0.15217E+01   -0.10318E+02
   720    0.23097E+03    0.15005E+01   -0.10210E+02
   721    0.23153E+03    0.14795E+01   -0.10099E+02
   722    0.23207E+03    0.14587E+01   -0.99851E+01
   723    0.23259E+03    0.14382E+01   -0.98690E+01
   724    0.23310E+03    0.14180E+01   -0.97499E+01
   725    0.23359E+03    0.13980E+01   -0.96287E+01
   726    0.23407E+03    0.13782E+01   -0.95047E+01
   727    0.23454E+03    0.13588E+01   -0.93785E+01
   728    0.23498E+03    0.13396E+01   -0.92497E+01
   729    0.23542E+03    0.13208E+01   -0.91189E+01
   730    0.23583E+03    0.13023E+01   -0.89855E+01
   731    0.23623E+03    0.12841E+01   -0.88502E+01
   732    0.23662E+03    0.12662E+01   -0.87124E+01
   733    0.23698E+03    0.12487E+01   -0.85727E+01
   734    0.23733E+03    0.12315E+01   -0.84308E+01
   735    0.23767E+03    0.12147E+01   -0.82870E+01
   736    0.23798E+03    0.11982E+01   -0.81411E+01
   737    0.23828E+03    0.11822E+01   -0.79934E+01
   738    0.23856E+03    0.11665E+01   -0.78437E+01
   739    0.23882E+03    0.11512E+01   -0.76924E+01
   740    0.23906E+03    0.11363E+01   -0.75391E+01
   741    0.23929E+03    0.11218E+01   -0.73842E+01
   742    0.23950E+03    0.11078E+01   -0.72278E+01
   743    0.23968E+03    0.10941E+01   -0.70694E+01
   744    0.23985E+03    0.10809E+01   -0.69098E+01
   745    0.23999E+03    0.10681E+01   -0.67484E+01
   746    0.24012E+03    0.10557E+01   -0.65859E+01
   747    0.24023E+03    0.10438E+01   -0.64217E+01
   748    0.24032E+03    0.10324E+01   -0.62565E+01
   749    0.24039E+03    0.10214E+01   -0.60897E+01
   750    0.24044E+03    0.10109E+01   -0.59221E+01
   751    0.24047E+03    0.10008E+01   -0.57530E+01
   752    0.24048E+03    0.99121E+00   -0.55832E+01
   753    0.24046E+03    0.98210E+00   -0.54121E+01
   754    0.24043E+03    0.97350E+00   -0.52404E+01
   755    0.24038E+03    0.96537E+00   -0.50675E+01
   756    0.24031E+03    0.95775E+00   -0.48940E+01
   757    0.24021E+03    0.95062E+00   -0.47197E+01
   758    0.24010E+03    0.94401E+00   -0.45449E+01
   759    0.23997E+03    0.93789E+00   -0.43692E+01
   760    0.23982E+03    0.93230E+00   -0.41933E+01
   761    0.23964E+03    0.92722E+00   -0.40167E+01
   762    0.23945E+03    0.92267E+00   -0.38399E+01
   763    0.23923E+03    0.91864E+00   -0.36627E+01
   764    0.23900E+03    0.91514E+00   -0.34853E+01
   765    0.23874E+03    0.91216E+00   -0.33076E+01
   766    0.23847E+03    0.90972E+00   -0.31299E+01
   767    0.23817E+03    0.90782E+00   -0.29521E+01
   768    0.23786E+03    0.90645E+00   -0.27744E+01
   769    0.23752E+03    0.90562E+00   -0.25967E+01
   770    0.23717E+03    0.90533E+00   -0.24192E+01
   771    0.23679E+03    0.90559E+00   -0.22419E+01
   772    0.23640E+03    0.90638E+00   -0.20649E+01
   773    0.23598E+03    0.90772E+00   -0.18882E+01
   774    0.23555E+03    0.90960E+00   -0.17120E+01
   775    0.23510E+03    0.91203E+00   -0.15363E+01
   776    0.23463E+03    0.91500E+00   -0.13611E+01
   777    0.23413E+03    0.91852E+00   -0.11865E+01
   778    0.23362E+03    0.92257E+00   -0.10126E+01
   779    0.23310E+03    0.92718E+00   -0.83950E+00
   780    0.23255E+03    0.93232E+00   -0.66709E+00
   781    0.23198E+03    0.93801E+00   -0.49562E+00
   782    0.23139E+03    0.94423E+00   -0.32506E+00
   783    0.23079E+03    0.95100E+00   -0.15557E+00
   784    0.23017E+03    0.95829E+00    0.12950E-01
   785    0.22953E+03    0.96613E+00    0.18032E+00
   786    0.22887E+03    0.97449E+00    0.34652E+00
   787    0.22819E+03    0.98338E+00    0.51141E+00
   788    0.22750E+03    0.99280E+00    0.67505E+00
   789    0.22679E+03    0.10027E+01    0.83734E+00
   790    0.22606E+03    0.10132E+01    0.99820E+00
   791    0.22532E+03    0.10242E+01    0.11575E+01
   792    0.22455E+03    0.10357E+01    0.13153E+01
   793    0.22378E+03    0.10477E+01    0.14716E+01
   794    0.22298E+03    0.10602E+01    0.16262E+01
   795    0.22217E+03    0.10732E+01    0.17791E+01
   796    0.22134E+03    0.10867E+01    0.19302E+01
   797    0.22050E+03    0.11007E+01    0.20795E+01
   798    0.21964E+03    0.11152E+01    0.22269E+01
   799    0.21878E+03    0.11301E+01    0.23725E+01
   800    0.21789E+03    0.11455E+01    0.25160E+01
   801    0.21699E+03    0.11614E+01    0.26575E+01
   802    0.21607E+03    0.11778E+01    0.27969E+01
   803    0.21514E+03    0.11946E+01    0.29343E+01
   804    0.21420E+03    0.12119E+01    0.30694E+01
   805    0.21325E+03    0.12296E+01    0.32024E+01
   806    0.21227E+03    0.12478E+01    0.33331E+01
   807    0.21129E+03    0.12664E+01    0.34615E+01
   808    0.21030E+03    0.12854E+01    0.35875E+01
   809    0.20929E+03    0.13048E+01    0.37111E+01
   810    0.20828E+03    0.13246E+01    0.38323E+01
   811    0.20725E+03    0.13449E+01    0.39511E+01
   812    0.20620E+03    0.13655E+01    0.40672E+01
   813    0.20515E+03    0.13865E+01    0.41809E+01
   814    0.20409E+03    0.14079E+01    0.42919E+01
   815    0.20302E+03    0.14296E+01    0.44004E+01
   816    0.20194E+03    0.14518E+01    0.45063E+01
   817    0.20084E+03    0.14742E+01    0.46093E+01
   818    0.19975E+03    0.14970E+01    0.47097E+01
   819    0.19863E+03    0.15202E+01    0.48072E+01
   820    0.19752E+03    0.15437E+01    0.49021E+01
   821    0.19639E+03    0.15674E+01    0.49940E+01
   822    0.19525E+03    0.15915E+01    0.50833E+01
   823    0.19411E+03    0.16159E+01    0.51694E+01
   824    0.19296E+03    0.16406E+01    0.52529E+01
   825    0.19180E+03    0.16655E+01    0.53332E+01
   826    0.19064E+03    0.16908E+01    0.54108E+01
   827    0.18947E+03    0.17162E+01    0.54852E+01
   828    0.18830E+03    0.17420E+01    0.55568E+01
   829    0.18711E+03    0.17679E+01    0.56252E+01
   830    0.18593E+03    0.17941E+01    0.56908E+01
   831    0.18474E+03    0.18205E+01    0.57531E+01
   832    0.18354E+03    0.18471E+01    0.58125E+01
   833    0.18234E+03    0.18739E+01    0.58687E+01
   834    0.18114E+03    0.19009E+01    0.59220E+01
   835    0.17993E+03    0.19280E+01    0.59720E+01
   836    0.17872E+03    0.19553E+01    0.60191E+01
   837    0.17751E+03    0.19828E+01    0.60628E+01
   838    0.17630E+03    0.20104E+01    0.61036E+01
   839    0.17508E+03    0.20381E+01    0.61411E+01
   840    0.17386E+03    0.20660E+01    0.61757E+01
   841    0.17264E+03    0.20939E+01    0.62068E+01
   842    0.17142E+03    0.21220E+01    0.62350E+01
   843    0.17020E+03    0.21501E+01    0.62599E+01
   844    0.16898E+03    0.21784E+01    0.62819E+01
   845    0.16776E+03    0.22066E+01    0.63004E+01
   846    0.16654E+03    0.22349E+01    0.63160E+01
   847    0.16532E+03    0.22633E+01    0.63283E+01
   848    0.16410E+03    0.22917E+01    0.63376E+01
   849    0.16288E+03    0.23200E+01    0.63436E+01
   850    0.16167E+03    0.23484E+01    0.63467E+01
   851    0.16045E+03    0.23768E+01    0.63464E+01
   852    0.15924E+03    0.24052E+01    0.63431E+01
   853    0.15803E+03    0.24335E+01    0.63367E+01
   854    0.15683E+03    0.24618E+01    0.63273E+01
   855    0.15563E+03    0.24901E+01    0.63149E+01
   856    0.15443E+03    0.25182E+01    0.62990E+01
   857    0.15324E+03    0.25464E+01    0.62805E+01
   858    0.15205E+03    0.25744E+01    0.62587E+01
   859    0.15087E+03    0.26023E+01    0.62341E+01
   860    0.14969E+03    0.26301E+01    0.62063E+01
   861    0.14852E+03    0.26578E+01    0.61757E+01
   862    0.14735E+03    0.26853E+01    0.61419E+01
   863    0.14619E+03    0.27127E+01    0.61055E+01
   864    0.14503E+03    0.27399E+01    0.60659E+01
   865    0.14388E+03    0.27670E+01    0.60237E+01
   866    0.14274E+03    0.27939E+01    0.59783E+01
   867    0.14161E+03    0.28206E+01    0.59304E+01
   868    0.14048E+03    0.28471E+01    0.58794E+01
   869    0.13936E+03    0.28734E+01    0.58260E+01
   870    0.13825E+03    0.28995E+01    0.57695E+01
   871    0.13715E+03    0.29254E+01    0.57106E+01
   872    0.13606E+03    0.29509E+01    0.56487E+01
   873    0.13497E+03    0.29763E+01    0.55844E+01
   874    0.13389E+03    0.30014E+01    0.55173E+01
   875    0.13283E+03    0.30262E+01    0.54479E+01
   876    0.13177E+03    0.30507E+01    0.53756E+01
   877    0.13073E+03    0.30750E+01    0.53011E+01
   878    0.12969E+03    0.30989E+01    0.52238E+01
   879    0.12866E+03    0.31225E+01    0.51445E+01
   880    0.12765E+03    0.31458E+01    0.50624E+01
   881    0.12664E+03    0.31688E+01    0.49783E+01
   882    0.12565E+03    0.31914E+01    0.48916E+01
   883    0.12467E+03    0.32137E+01    0.48028E+01
   884    0.12369E+03    0.32356E+01    0.47117E+01
   885    0.12274E+03    0.32572E+01    0.46186E+01
   886    0.12179E+03    0.32784E+01    0.45231E+01
   887    0.12085E+03    0.32992E+01    0.44258E+01
   888    0.11993E+03    0.33196E+01    0.43262E+01
   889    0.11902E+03    0.33396E+01    0.42248E+01
   890    0.11812E+03    0.33592E+01    0.41213E+01
   891    0.11724E+03    0.33784E+01    0.40161E+01
   892    0.11636E+03    0.33971E+01    0.39088E+01
   893    0.11551E+03    0.34155E+01    0.37999E+01
   894    0.11466E+03    0.34334E+01    0.36893E+01
   895    0.11383E+03    0.34508E+01    0.35767E+01
   896    0.11301E+03    0.34678E+01    0.34628E+01
   897    0.11220E+03    0.34843E+01    0.33470E+01
   898    0.11141E+03    0.35004E+01    0.32299E+01
   899    0.11064E+03    0.35160E+01    0.31110E+01
   900    0.10987E+03    0.35311E+01    0.29909E+01
   901    0.10912E+03    0.35457E+01    0.28693E+01
   902    0.10839E+03    0.35599E+01    0.27465E+01
   903    0.10767E+03    0.35735E+01    0.26222E+01
   904    0.10696E+03    0.35867E+01    0.24969E+01
   905    0.10627E+03    0.35993E+01    0.23701E+01
   906    0.10560E+03    0.36114E+01    0.22426E+01
   907    0.10493E+03    0.36230E+01    0.21137E+01
   908    0.10429E+03    0.36341E+01    0.19841E+01
   909    0.10366E+03    0.36446E+01    0.18532E+01
   910    0.10304E+03    0.36547E+01    0.17217E+01
   911    0.10244E+03    0.36642E+01    0.15891E+01
   912    0.10185E+03    0.36732E+01    0.14559E+01
   913    0.10128E+03    0.36816E+01    0.13219E+01
   914    0.10072E+03    0.36895E+01    0.11874E+01
   915    0.10018E+03    0.36968E+01    0.10520E+01
   916    0.99656E+02    0.37037E+01    0.91623E+00
   917    0.99145E+02    0.37099E+01    0.77981E+00
   918    0.98649E+02    0.37156E+01    0.64315E+00
   919    0.98168E+02    0.37207E+01    0.50596E+00
   920    0.97703E+02    0.37253E+01    0.36858E+00
   921    0.97253E+02    0.37293E+01    0.23074E+00
   922    0.96818E+02    0.37328E+01    0.92816E-01
   923    0.96398E+02    0.37357E+01   -0.45406E-01
   924    0.95993E+02    0.37381E+01   -0.18356E+00
   925    0.95603E+02    0.37398E+01   -0.32187E+00
   926    0.95229E+02    0.37411E+01   -0.46005E+00
   927    0.94870E+02    0.37417E+01   -0.59833E+00
   928    0.94526E+02    0.37419E+01   -0.73640E+00
   929    0.94196E+02    0.37414E+01   -0.87440E+00
   930    0.93882E+02    0.37404E+01   -0.10120E+01
   931    0.93581E+02    0.37388E+01   -0.11495E+01
   932    0.93296E+02    0.37367E+01   -0.12864E+01
   933    0.93026E+02    0.37339E+01   -0.14232E+01
   934    0.92771E+02    0.37307E+01   -0.15594E+01
   935    0.92530E+02    0.37270E+01   -0.16951E+01
   936    0.92302E+02    0.37226E+01   -0.18303E+01
   937    0.92090E+02    0.37177E+01   -0.19648E+01
   938    0.91891E+02    0.37122E+01   -0.20987E+01
   939    0.91707E+02    0.37062E+01   -0.22319E+01
   940    0.91537E+02    0.36996E+01   -0.23644E+01
   941    0.91381E+02    0.36926E+01   -0.24960E+01
   942    0.91238E+02    0.36849E+01   -0.26268E+01
   943    0.91108E+02    0.36768E+01   -0.27566E+01
   944    0.90992E+02    0.36681E+01   -0.28855E+01
   945    0.90890E+02    0.36589E+01   -0.30133E+01
   946    0.90801E+02    0.36491E+01   -0.31402E+01
   947    0.90726E+02    0.36389E+01   -0.32659E+01
   948    0.90663E+02    0.36281E+01   -0.33905E+01
   949    0.90613E+02    0.36169E+01   -0.35138E+01
   950    0.90575E+02    0.36051E+01   -0.36360E+01
   951    0.90549E+02    0.35929E+01   -0.37567E+01
   952    0.90536E+02    0.35801E+01   -0.38762E+01
   953    0.90536E+02    0.35669E+01   -0.39943E+01
   954    0.90547E+02    0.35531E+01   -0.41110E+01
   955    0.90570E+02    0.35389E+01   -0.42263E+01
   956    0.90604E+02    0.35242E+01   -0.43400E+01
   957    0.90650E+02    0.35091E+01   -0.44522E+01
   958    0.90707E+02    0.34935E+01   -0.45628E+01
   959    0.90775E+02    0.34775E+01   -0.46717E+01
   960    0.90854E+02    0.34609E+01   -0.47791E+01
   961    0.90944E+02    0.34441E+01   -0.48847E+01
   962    0.91044E+02    0.34267E+01   -0.49887E+01
   963    0.91154E+02    0.34090E+01   -0.50908E+01
   964    0.91274E+02    0.33907E+01   -0.51911E+01
   965    0.91404E+02    0.33722E+01   -0.52896E+01
   966    0.91543E+02    0.33532E+01   -0.53862E+01
   967    0.91692E+02    0.33338E+01   -0.54809E+01
   968    0.91851E+02    0.33140E+01   -0.55737E+01
   969    0.92018E+02    0.32939E+01   -0.56646E+01
   970    0.92194E+02    0.32734E+01   -0.57535E+01
   971    0.92378E+02    0.32526E+01   -0.58403E+01
   972    0.92571E+02    0.32313E+01   -0.59251E+01
   973    0.92771E+02    0.32098E+01   -0.60078E+01
   974    0.92979E+02    0.31879E+01   -0.60883E+01
   975    0.93195E+02    0.31657E+01   -0.61668E+01
   976    0.93419E+02    0.31432E+01   -0.62431E+01
   977    0.93650E+02    0.31204E+01   -0.63174E+01
   978    0.93887E+02    0.30974E+01   -0.63894E+01
   979    0.94131E+02    0.30739E+01   -0.64592E+01
   980    0.94381E+02    0.30503E+01   -0.65267E+01
   981    0.94637E+02    0.30263E+01   -0.65920E+01
   982    0.94900E+02    0.30022E+01   -0.66550E+01
   983    0.95168E+02    0.29777E+01   -0.67157E+01
   984    0.95442E+02    0.29531E+01   -0.67743E+01
   985    0.95720E+02    0.29281E+01   -0.68304E+01
   986    0.96004E+02    0.29031E+01   -0.68843E+01
   987    0.96293E+02    0.28777E+01   -0.69358E+01
   988    0.96586E+02    0.28523E+01   -0.69850E+01
   989    0.96882E+02    0.28265E+01   -0.70317E+01
   990    0.97183E+02    0.28007E+01   -0.70762E+01
   991    0.97488E+02    0.27746E+01   -0.71181E+01
   992    0.97796E+02    0.27485E+01   -0.71579E+01
   993    0.98108E+02    0.27221E+01   -0.71951E+01
   994    0.98423E+02    0.26957E+01   -0.72302E+01
   995    0.98740E+02    0.26691E+01   -0.72626E+01
   996    0.99059E+02    0.26424E+01   -0.72928E+01
   997    0.99381E+02    0.26156E+01   -0.73205E+01
   998    0.99705E+02    0.25887E+01   -0.73458E+01
   999    0.10003E+03    0.25618E+01   -0.73687E+01
  1000    0.10036E+03    0.25348E+01   -0.73892E+01
  1001    0.10069E+03    0.25076E+01   -0.74073E+01
  1002    0.10102E+03    0.24805E+01   -0.74231E+01
  1003    0.10135E+03    0.24533E+01   -0.74364E+01
  1004    0.10168E+03    0.24262E+01   -0.74475E+01
  1005    0.10201E+03    0.23989E+01   -0.74560E+01
  1006    0.10234E+03    0.23718E+01   -0.74623E+01
  1007    0.10267E+03    0.23445E+01   -0.74661E+01
  1008    0.10300E+03    0.23174E+01   -0.74677E+01
  1009    0.10333E+03    0.22902E+01   -0.74667E+01
  1010    0.10366E+03    0.22631E+01   -0.74636E+01
  1011    0.10399E+03    0.22360E+01   -0.74581E+01
  1012    0.10432E+03    0.22090E+01   -0.74504E+01
  1013    0.10464E+03    0.21820E+01   -0.74403E+01
  1014    0.10497E+03    0.21552E+01   -0.74281E+01
  1015    0.10529E+03    0.21284E+01   -0.74134E+01
