#    L    TT             EE             TE          
   508    0.24017E+04    0.71717E+01   -0.51875E+02
   509    0.24081E+04    0.70845E+01   -0.50803E+02
   510    0.24143E+04    0.70014E+01   -0.49716E+02
   511    0.24203E+04    0.69221E+01   -0.48611E+02
   512    0.24262E+04    0.68471E+01   -0.47491E+02
   513    0.24318E+04    0.67760E+01   -0.46355E+02
   514    0.24372E+04    0.67093E+01   -0.45205E+02
   515    0.24424E+04    0.66467E+01   -0.44041E+02
   516    0.24474E+04    0.65884E+01   -0.42864E+02
   517    0.24522E+04    0.65345E+01   -0.41674E+02
   518    0.24568E+04    0.64851E+01   -0.40473E+02
   519    0.24612E+04    0.64401E+01   -0.39261E+02
   520    0.24653E+04    0.63996E+01   -0.38037E+02
   521    0.24692E+04    0.63637E+01   -0.36804E+02
   522    0.24729E+04    0.63323E+01   -0.35562E+02
   523    0.24764E+04    0.63057E+01   -0.34312E+02
   524    0.24796E+04    0.62837E+01   -0.33054E+02
   525    0.24826E+04    0.62665E+01   -0.31790E+02
   526    0.24854E+04    0.62540E+01   -0.30519E+02
   527    0.24880E+04    0.62464E+01   -0.29243E+02
   528    0.24903E+04    0.62436E+01   -0.27962E+02
   529    0.24925E+04    0.62456E+01   -0.26678E+02
   530    0.24943E+04    0.62526E+01   -0.25390E+02
   531    0.24960E+04    0.62646E+01   -0.24100E+02
   532    0.24974E+04    0.62814E+01   -0.22808E+02
   533    0.24986E+04    0.63033E+01   -0.21515E+02
   534    0.24996E+04    0.63301E+01   -0.20222E+02
   535    0.25003E+04    0.63620E+01   -0.18929E+02
   536    0.25008E+04    0.63989E+01   -0.17638E+02
   537    0.25011E+04    0.64409E+01   -0.16349E+02
   538    0.25012E+04    0.64879E+01   -0.15062E+02
   539    0.25010E+04    0.65400E+01   -0.13779E+02
   540    0.25006E+04    0.65972E+01   -0.12500E+02
   541    0.25000E+04    0.66594E+01   -0.11226E+02
   542    0.24991E+04    0.67267E+01   -0.99569E+01
   543    0.24981E+04    0.67992E+01   -0.86948E+01
   544    0.24968E+04    0.68767E+01   -0.74394E+01
   545    0.24953E+04    0.69592E+01   -0.61922E+01
   546    0.24935E+04    0.70469E+01   -0.49532E+01
   547    0.24916E+04    0.71396E+01   -0.37233E+01
   548    0.24894E+04    0.72373E+01   -0.25034E+01
   549    0.24870E+04    0.73401E+01   -0.12942E+01
   550    0.24844E+04    0.74479E+01   -0.95854E-01
   551    0.24816E+04    0.75607E+01    0.10902E+01
   552    0.24786E+04    0.76784E+01    0.22639E+01
   553    0.24754E+04    0.78011E+01    0.34242E+01
   554    0.24719E+04    0.79288E+01    0.45709E+01
   555    0.24683E+04    0.80613E+01    0.57024E+01
   556    0.24645E+04    0.81987E+01    0.68195E+01
   557    0.24604E+04    0.83409E+01    0.79200E+01
   558    0.24562E+04    0.84879E+01    0.90045E+01
   559    0.24518E+04    0.86397E+01    0.10072E+02
   560    0.24472E+04    0.87962E+01    0.11121E+02
   561    0.24424E+04    0.89573E+01    0.12152E+02
   562    0.24374E+04    0.91232E+01    0.13165E+02
   563    0.24322E+04    0.92935E+01    0.14157E+02
   564    0.24269E+04    0.94685E+01    0.15130E+02
   565    0.24213E+04    0.96479E+01    0.16082E+02
   566    0.24157E+04    0.98317E+01    0.17013E+02
   567    0.24098E+04    0.10020E+02    0.17921E+02
   568    0.24038E+04    0.10212E+02    0.18808E+02
   569    0.23976E+04    0.10409E+02    0.19672E+02
   570    0.23913E+04    0.10610E+02    0.20513E+02
   571    0.23848E+04    0.10815E+02    0.21329E+02
   572    0.23781E+04    0.11024E+02    0.22122E+02
   573    0.23713E+04    0.11238E+02    0.22889E+02
   574    0.23644E+04    0.11455E+02    0.23632E+02
   575    0.23573E+04    0.11676E+02    0.24348E+02
   576    0.23501E+04    0.11900E+02    0.25039E+02
   577    0.23428E+04    0.12129E+02    0.25703E+02
   578    0.23353E+04    0.12361E+02    0.26340E+02
   579    0.23277E+04    0.12597E+02    0.26950E+02
   580    0.23200E+04    0.12836E+02    0.27531E+02
   581    0.23122E+04    0.13078E+02    0.28085E+02
   582    0.23043E+04    0.13324E+02    0.28609E+02
   583    0.22962E+04    0.13573E+02    0.29106E+02
   584    0.22881E+04    0.13825E+02    0.29573E+02
   585    0.22799E+04    0.14080E+02    0.30011E+02
   586    0.22715E+04    0.14338E+02    0.30418E+02
   587    0.22631E+04    0.14599E+02    0.30796E+02
   588    0.22546E+04    0.14863E+02    0.31143E+02
   589    0.22460E+04    0.15130E+02    0.31460E+02
   590    0.22373E+04    0.15398E+02    0.31745E+02
   591    0.22286E+04    0.15670E+02    0.32000E+02
   592    0.22198E+04    0.15944E+02    0.32222E+02
   593    0.22110E+04    0.16220E+02    0.32415E+02
   594    0.22021E+04    0.16498E+02    0.32574E+02
   595    0.21931E+04    0.16778E+02    0.32703E+02
   596    0.21841E+04    0.17060E+02    0.32799E+02
   597    0.21750E+04    0.17344E+02    0.32864E+02
   598    0.21659E+04    0.17630E+02    0.32895E+02
   599    0.21568E+04    0.17918E+02    0.32895E+02
   600    0.21477E+04    0.18207E+02    0.32861E+02
   601    0.21385E+04    0.18497E+02    0.32797E+02
   602    0.21293E+04    0.18789E+02    0.32698E+02
   603    0.21201E+04    0.19082E+02    0.32568E+02
   604    0.21109E+04    0.19375E+02    0.32404E+02
   605    0.21016E+04    0.19670E+02    0.32208E+02
   606    0.20924E+04    0.19966E+02    0.31979E+02
   607    0.20832E+04    0.20263E+02    0.31718E+02
   608    0.20740E+04    0.20560E+02    0.31426E+02
   609    0.20648E+04    0.20857E+02    0.31098E+02
   610    0.20556E+04    0.21156E+02    0.30740E+02
   611    0.20465E+04    0.21454E+02    0.30347E+02
   612    0.20373E+04    0.21752E+02    0.29924E+02
   613    0.20282E+04    0.22051E+02    0.29467E+02
   614    0.20192E+04    0.22349E+02    0.28980E+02
   615    0.20101E+04    0.22647E+02    0.28459E+02
   616    0.20012E+04    0.22945E+02    0.27908E+02
   617    0.19922E+04    0.23242E+02    0.27323E+02
   618    0.19834E+04    0.23539E+02    0.26709E+02
   619    0.19746E+04    0.23835E+02    0.26062E+02
   620    0.19658E+04    0.24131E+02    0.25385E+02
   621    0.19571E+04    0.24425E+02    0.24676E+02
   622    0.19485E+04    0.24719E+02    0.23938E+02
   623    0.19400E+04    0.25011E+02    0.23168E+02
   624    0.19315E+04    0.25302E+02    0.22370E+02
   625    0.19232E+04    0.25592E+02    0.21540E+02
   626    0.19149E+04    0.25880E+02    0.20682E+02
   627    0.19067E+04    0.26166E+02    0.19794E+02
   628    0.18986E+04    0.26451E+02    0.18878E+02
   629    0.18906E+04    0.26734E+02    0.17932E+02
   630    0.18827E+04    0.27015E+02    0.16960E+02
   631    0.18749E+04    0.27294E+02    0.15958E+02
   632    0.18672E+04    0.27571E+02    0.14931E+02
   633    0.18596E+04    0.27845E+02    0.13875E+02
   634    0.18522E+04    0.28117E+02    0.12794E+02
   635    0.18449E+04    0.28387E+02    0.11685E+02
   636    0.18377E+04    0.28654E+02    0.10551E+02
   637    0.18306E+04    0.28918E+02    0.93918E+01
   638    0.18236E+04    0.29179E+02    0.82084E+01
   639    0.18168E+04    0.29438E+02    0.70011E+01
   640    0.18102E+04    0.29693E+02    0.57677E+01
   641    0.18036E+04    0.29945E+02    0.45135E+01
   642    0.17972E+04    0.30194E+02    0.32336E+01
   643    0.17910E+04    0.30439E+02    0.19339E+01
   644    0.17849E+04    0.30681E+02    0.61031E+00
   645    0.17789E+04    0.30920E+02   -0.73277E+00
   646    0.17731E+04    0.31154E+02   -0.20986E+01
   647    0.17675E+04    0.31386E+02   -0.34824E+01
   648    0.17620E+04    0.31612E+02   -0.48877E+01
   649    0.17567E+04    0.31836E+02   -0.63107E+01
   650    0.17515E+04    0.32055E+02   -0.77535E+01
   651    0.17466E+04    0.32270E+02   -0.92124E+01
   652    0.17417E+04    0.32480E+02   -0.10690E+02
   653    0.17371E+04    0.32687E+02   -0.12184E+02
   654    0.17326E+04    0.32889E+02   -0.13694E+02
   655    0.17283E+04    0.33087E+02   -0.15218E+02
   656    0.17242E+04    0.33280E+02   -0.16759E+02
   657    0.17202E+04    0.33469E+02   -0.18312E+02
   658    0.17165E+04    0.33652E+02   -0.19880E+02
   659    0.17129E+04    0.33832E+02   -0.21460E+02
   660    0.17095E+04    0.34006E+02   -0.23052E+02
   661    0.17062E+04    0.34175E+02   -0.24655E+02
   662    0.17032E+04    0.34339E+02   -0.26270E+02
   663    0.17003E+04    0.34499E+02   -0.27894E+02
   664    0.16977E+04    0.34653E+02   -0.29529E+02
   665    0.16952E+04    0.34802E+02   -0.31171E+02
   666    0.16929E+04    0.34946E+02   -0.32822E+02
   667    0.16908E+04    0.35085E+02   -0.34479E+02
   668    0.16889E+04    0.35218E+02   -0.36144E+02
   669    0.16872E+04    0.35346E+02   -0.37814E+02
   670    0.16857E+04    0.35468E+02   -0.39490E+02
   671    0.16843E+04    0.35585E+02   -0.41170E+02
   672    0.16832E+04    0.35697E+02   -0.42853E+02
   673    0.16822E+04    0.35803E+02   -0.44540E+02
   674    0.16815E+04    0.35904E+02   -0.46229E+02
   675    0.16809E+04    0.35998E+02   -0.47920E+02
   676    0.16806E+04    0.36087E+02   -0.49611E+02
   677    0.16804E+04    0.36170E+02   -0.51303E+02
   678    0.16804E+04    0.36248E+02   -0.52994E+02
   679    0.16806E+04    0.36319E+02   -0.54683E+02
   680    0.16810E+04    0.36385E+02   -0.56371E+02
   681    0.16816E+04    0.36445E+02   -0.58056E+02
   682    0.16824E+04    0.36500E+02   -0.59737E+02
   683    0.16834E+04    0.36547E+02   -0.61413E+02
   684    0.16846E+04    0.36590E+02   -0.63086E+02
   685    0.16859E+04    0.36626E+02   -0.64752E+02
   686    0.16874E+04    0.36657E+02   -0.66412E+02
   687    0.16892E+04    0.36681E+02   -0.68064E+02
   688    0.16911E+04    0.36700E+02   -0.69709E+02
   689    0.16932E+04    0.36712E+02   -0.71345E+02
   690    0.16955E+04    0.36719E+02   -0.72973E+02
   691    0.16979E+04    0.36719E+02   -0.74590E+02
   692    0.17006E+04    0.36714E+02   -0.76197E+02
   693    0.17034E+04    0.36702E+02   -0.77792E+02
   694    0.17064E+04    0.36685E+02   -0.79376E+02
   695    0.17095E+04    0.36661E+02   -0.80946E+02
   696    0.17129E+04    0.36632E+02   -0.82505E+02
   697    0.17164E+04    0.36596E+02   -0.84048E+02
   698    0.17201E+04    0.36555E+02   -0.85577E+02
   699    0.17239E+04    0.36508E+02   -0.87091E+02
   700    0.17279E+04    0.36455E+02   -0.88589E+02
   701    0.17321E+04    0.36396E+02   -0.90070E+02
   702    0.17365E+04    0.36332E+02   -0.91535E+02
   703    0.17410E+04    0.36261E+02   -0.92982E+02
   704    0.17456E+04    0.36185E+02   -0.94411E+02
   705    0.17504E+04    0.36103E+02   -0.95819E+02
   706    0.17554E+04    0.36015E+02   -0.97210E+02
   707    0.17605E+04    0.35923E+02   -0.98581E+02
   708    0.17657E+04    0.35823E+02   -0.99928E+02
   709    0.17712E+04    0.35720E+02   -0.10126E+03
   710    0.17767E+04    0.35609E+02   -0.10256E+03
   711    0.17824E+04    0.35494E+02   -0.10385E+03
   712    0.17882E+04    0.35373E+02   -0.10510E+03
   713    0.17941E+04    0.35248E+02   -0.10634E+03
   714    0.18002E+04    0.35116E+02   -0.10755E+03
   715    0.18064E+04    0.34980E+02   -0.10874E+03
   716    0.18127E+04    0.34838E+02   -0.10990E+03
   717    0.18192E+04    0.34692E+02   -0.11104E+03
   718    0.18257E+04    0.34539E+02   -0.11215E+03
   719    0.18324E+04    0.34383E+02   -0.11323E+03
   720    0.18392E+04    0.34221E+02   -0.11428E+03
   721    0.18461E+04    0.34055E+02   -0.11531E+03
   722    0.18531E+04    0.33884E+02   -0.11631E+03
   723    0.18602E+04    0.33709E+02   -0.11728E+03
   724    0.18673E+04    0.33528E+02   -0.11822E+03
   725    0.18746E+04    0.33344E+02   -0.11914E+03
   726    0.18820E+04    0.33155E+02   -0.12002E+03
   727    0.18894E+04    0.32962E+02   -0.12087E+03
   728    0.18970E+04    0.32764E+02   -0.12169E+03
   729    0.19046E+04    0.32563E+02   -0.12248E+03
   730    0.19123E+04    0.32357E+02   -0.12323E+03
   731    0.19200E+04    0.32148E+02   -0.12396E+03
   732    0.19278E+04    0.31935E+02   -0.12465E+03
   733    0.19357E+04    0.31718E+02   -0.12531E+03
   734    0.19437E+04    0.31497E+02   -0.12594E+03
   735    0.19517E+04    0.31273E+02   -0.12653E+03
   736    0.19597E+04    0.31046E+02   -0.12709E+03
   737    0.19678E+04    0.30815E+02   -0.12762E+03
   738    0.19759E+04    0.30581E+02   -0.12811E+03
   739    0.19841E+04    0.30344E+02   -0.12857E+03
   740    0.19923E+04    0.30103E+02   -0.12900E+03
   741    0.20006E+04    0.29861E+02   -0.12939E+03
   742    0.20088E+04    0.29615E+02   -0.12974E+03
   743    0.20171E+04    0.29366E+02   -0.13006E+03
   744    0.20254E+04    0.29116E+02   -0.13035E+03
   745    0.20337E+04    0.28862E+02   -0.13060E+03
   746    0.20421E+04    0.28606E+02   -0.13081E+03
   747    0.20504E+04    0.28348E+02   -0.13099E+03
   748    0.20587E+04    0.28088E+02   -0.13113E+03
   749    0.20671E+04    0.27826E+02   -0.13124E+03
   750    0.20754E+04    0.27562E+02   -0.13131E+03
   751    0.20837E+04    0.27296E+02   -0.13135E+03
   752    0.20920E+04    0.27029E+02   -0.13135E+03
   753    0.21003E+04    0.26760E+02   -0.13131E+03
   754    0.21086E+04    0.26490E+02   -0.13124E+03
   755    0.21168E+04    0.26219E+02   -0.13113E+03
   756    0.21250E+04    0.25946E+02   -0.13099E+03
   757    0.21332E+04    0.25673E+02   -0.13081E+03
   758    0.21413E+04    0.25399E+02   -0.13060E+03
   759    0.21494E+04    0.25123E+02   -0.13034E+03
   760    0.21575E+04    0.24848E+02   -0.13006E+03
   761    0.21655E+04    0.24571E+02   -0.12973E+03
   762    0.21734E+04    0.24295E+02   -0.12938E+03
   763    0.21813E+04    0.24018E+02   -0.12898E+03
   764    0.21891E+04    0.23741E+02   -0.12856E+03
   765    0.21969E+04    0.23464E+02   -0.12809E+03
   766    0.22046E+04    0.23188E+02   -0.12759E+03
   767    0.22122E+04    0.22911E+02   -0.12706E+03
   768    0.22197E+04    0.22635E+02   -0.12649E+03
   769    0.22272E+04    0.22359E+02   -0.12589E+03
   770    0.22345E+04    0.22084E+02   -0.12525E+03
   771    0.22418E+04    0.21810E+02   -0.12458E+03
   772    0.22490E+04    0.21537E+02   -0.12388E+03
   773    0.22561E+04    0.21264E+02   -0.12314E+03
   774    0.22631E+04    0.20993E+02   -0.12237E+03
   775    0.22700E+04    0.20723E+02   -0.12157E+03
   776    0.22768E+04    0.20455E+02   -0.12073E+03
   777    0.22835E+04    0.20188E+02   -0.11986E+03
   778    0.22900E+04    0.19923E+02   -0.11896E+03
   779    0.22965E+04    0.19660E+02   -0.11803E+03
   780    0.23028E+04    0.19397E+02   -0.11707E+03
   781    0.23091E+04    0.19138E+02   -0.11608E+03
   782    0.23151E+04    0.18880E+02   -0.11505E+03
   783    0.23211E+04    0.18625E+02   -0.11400E+03
   784    0.23269E+04    0.18372E+02   -0.11291E+03
   785    0.23326E+04    0.18122E+02   -0.11180E+03
   786    0.23382E+04    0.17873E+02   -0.11066E+03
   787    0.23436E+04    0.17628E+02   -0.10949E+03
   788    0.23489E+04    0.17386E+02   -0.10829E+03
   789    0.23540E+04    0.17147E+02   -0.10706E+03
   790    0.23590E+04    0.16910E+02   -0.10581E+03
   791    0.23638E+04    0.16677E+02   -0.10453E+03
   792    0.23685E+04    0.16447E+02   -0.10322E+03
   793    0.23730E+04    0.16220E+02   -0.10189E+03
   794    0.23774E+04    0.15996E+02   -0.10053E+03
   795    0.23816E+04    0.15777E+02   -0.99152E+02
   796    0.23856E+04    0.15561E+02   -0.97744E+02
   797    0.23895E+04    0.15349E+02   -0.96317E+02
   798    0.23932E+04    0.15140E+02   -0.94863E+02
   799    0.23967E+04    0.14936E+02   -0.93391E+02
   800    0.24001E+04    0.14735E+02   -0.91893E+02
   801    0.24033E+04    0.14539E+02   -0.90377E+02
   802    0.24063E+04    0.14347E+02   -0.88837E+02
   803    0.24092E+04    0.14160E+02   -0.87280E+02
   804    0.24118E+04    0.13976E+02   -0.85702E+02
   805    0.24143E+04    0.13798E+02   -0.84106E+02
   806    0.24166E+04    0.13624E+02   -0.82490E+02
   807    0.24187E+04    0.13454E+02   -0.80858E+02
   808    0.24206E+04    0.13290E+02   -0.79208E+02
   809    0.24224E+04    0.13130E+02   -0.77543E+02
   810    0.24239E+04    0.12975E+02   -0.75860E+02
   811    0.24253E+04    0.12825E+02   -0.74163E+02
   812    0.24265E+04    0.12680E+02   -0.72451E+02
   813    0.24275E+04    0.12540E+02   -0.70727E+02
   814    0.24282E+04    0.12406E+02   -0.68988E+02
   815    0.24288E+04    0.12276E+02   -0.67237E+02
   816    0.24293E+04    0.12153E+02   -0.65475E+02
   817    0.24295E+04    0.12034E+02   -0.63700E+02
   818    0.24295E+04    0.11921E+02   -0.61917E+02
   819    0.24293E+04    0.11813E+02   -0.60121E+02
   820    0.24289E+04    0.11711E+02   -0.58318E+02
   821    0.24283E+04    0.11614E+02   -0.56505E+02
   822    0.24276E+04    0.11523E+02   -0.54687E+02
   823    0.24266E+04    0.11438E+02   -0.52858E+02
   824    0.24254E+04    0.11359E+02   -0.51026E+02
   825    0.24241E+04    0.11285E+02   -0.49185E+02
   826    0.24225E+04    0.11217E+02   -0.47342E+02
   827    0.24207E+04    0.11155E+02   -0.45493E+02
   828    0.24188E+04    0.11099E+02   -0.43642E+02
   829    0.24166E+04    0.11049E+02   -0.41785E+02
   830    0.24143E+04    0.11005E+02   -0.39929E+02
   831    0.24117E+04    0.10966E+02   -0.38070E+02
   832    0.24090E+04    0.10934E+02   -0.36211E+02
   833    0.24060E+04    0.10908E+02   -0.34350E+02
   834    0.24029E+04    0.10887E+02   -0.32491E+02
   835    0.23995E+04    0.10873E+02   -0.30632E+02
   836    0.23960E+04    0.10865E+02   -0.28777E+02
   837    0.23922E+04    0.10863E+02   -0.26923E+02
   838    0.23883E+04    0.10867E+02   -0.25073E+02
   839    0.23842E+04    0.10877E+02   -0.23225E+02
   840    0.23799E+04    0.10893E+02   -0.21385E+02
   841    0.23754E+04    0.10915E+02   -0.19548E+02
   842    0.23707E+04    0.10944E+02   -0.17718E+02
   843    0.23659E+04    0.10978E+02   -0.15894E+02
   844    0.23608E+04    0.11019E+02   -0.14078E+02
   845    0.23556E+04    0.11065E+02   -0.12269E+02
   846    0.23501E+04    0.11118E+02   -0.10471E+02
   847    0.23445E+04    0.11176E+02   -0.86801E+01
   848    0.23387E+04    0.11241E+02   -0.68998E+01
   849    0.23327E+04    0.11312E+02   -0.51300E+01
   850    0.23266E+04    0.11388E+02   -0.33723E+01
   851    0.23203E+04    0.11471E+02   -0.16264E+01
   852    0.23138E+04    0.11559E+02    0.10744E+00
   853    0.23071E+04    0.11653E+02    0.18284E+01
   854    0.23003E+04    0.11754E+02    0.35352E+01
   855    0.22933E+04    0.11859E+02    0.52269E+01
   856    0.22861E+04    0.11971E+02    0.69039E+01
   857    0.22787E+04    0.12089E+02    0.85657E+01
   858    0.22712E+04    0.12212E+02    0.10212E+02
   859    0.22636E+04    0.12341E+02    0.11840E+02
   860    0.22557E+04    0.12475E+02    0.13451E+02
   861    0.22478E+04    0.12615E+02    0.15044E+02
   862    0.22396E+04    0.12760E+02    0.16619E+02
   863    0.22313E+04    0.12911E+02    0.18176E+02
   864    0.22229E+04    0.13067E+02    0.19712E+02
   865    0.22143E+04    0.13229E+02    0.21228E+02
   866    0.22056E+04    0.13395E+02    0.22723E+02
   867    0.21968E+04    0.13567E+02    0.24198E+02
   868    0.21877E+04    0.13744E+02    0.25650E+02
   869    0.21786E+04    0.13926E+02    0.27081E+02
   870    0.21693E+04    0.14113E+02    0.28488E+02
   871    0.21600E+04    0.14305E+02    0.29873E+02
   872    0.21504E+04    0.14502E+02    0.31233E+02
   873    0.21408E+04    0.14704E+02    0.32571E+02
   874    0.21310E+04    0.14910E+02    0.33883E+02
   875    0.21211E+04    0.15120E+02    0.35171E+02
   876    0.21111E+04    0.15336E+02    0.36432E+02
   877    0.21010E+04    0.15555E+02    0.37669E+02
   878    0.20907E+04    0.15779E+02    0.38879E+02
   879    0.20804E+04    0.16008E+02    0.40063E+02
   880    0.20700E+04    0.16240E+02    0.41219E+02
   881    0.20595E+04    0.16476E+02    0.42348E+02
   882    0.20488E+04    0.16717E+02    0.43448E+02
   883    0.20381E+04    0.16961E+02    0.44523E+02
   884    0.20272E+04    0.17209E+02    0.45568E+02
   885    0.20164E+04    0.17461E+02    0.46585E+02
   886    0.20054E+04    0.17716E+02    0.47571E+02
   887    0.19943E+04    0.17974E+02    0.48529E+02
   888    0.19831E+04    0.18236E+02    0.49457E+02
   889    0.19719E+04    0.18502E+02    0.50357E+02
   890    0.19606E+04    0.18770E+02    0.51225E+02
   891    0.19493E+04    0.19042E+02    0.52064E+02
   892    0.19378E+04    0.19316E+02    0.52870E+02
   893    0.19264E+04    0.19593E+02    0.53647E+02
   894    0.19148E+04    0.19873E+02    0.54394E+02
   895    0.19032E+04    0.20156E+02    0.55108E+02
   896    0.18916E+04    0.20441E+02    0.55792E+02
   897    0.18799E+04    0.20728E+02    0.56442E+02
   898    0.18682E+04    0.21017E+02    0.57062E+02
   899    0.18564E+04    0.21309E+02    0.57649E+02
   900    0.18446E+04    0.21603E+02    0.58206E+02
   901    0.18327E+04    0.21898E+02    0.58729E+02
   902    0.18209E+04    0.22195E+02    0.59221E+02
   903    0.18090E+04    0.22494E+02    0.59678E+02
   904    0.17970E+04    0.22795E+02    0.60105E+02
   905    0.17851E+04    0.23097E+02    0.60498E+02
   906    0.17731E+04    0.23400E+02    0.60861E+02
   907    0.17611E+04    0.23704E+02    0.61189E+02
   908    0.17492E+04    0.24010E+02    0.61486E+02
   909    0.17372E+04    0.24316E+02    0.61747E+02
   910    0.17252E+04    0.24623E+02    0.61979E+02
   911    0.17132E+04    0.24931E+02    0.62176E+02
   912    0.17012E+04    0.25239E+02    0.62343E+02
   913    0.16892E+04    0.25548E+02    0.62475E+02
   914    0.16773E+04    0.25857E+02    0.62577E+02
   915    0.16653E+04    0.26166E+02    0.62643E+02
   916    0.16534E+04    0.26475E+02    0.62680E+02
   917    0.16415E+04    0.26784E+02    0.62682E+02
   918    0.16296E+04    0.27093E+02    0.62655E+02
   919    0.16177E+04    0.27401E+02    0.62593E+02
   920    0.16059E+04    0.27710E+02    0.62501E+02
   921    0.15941E+04    0.28017E+02    0.62374E+02
   922    0.15824E+04    0.28324E+02    0.62219E+02
   923    0.15706E+04    0.28630E+02    0.62030E+02
   924    0.15590E+04    0.28935E+02    0.61812E+02
   925    0.15473E+04    0.29239E+02    0.61561E+02
   926    0.15358E+04    0.29542E+02    0.61280E+02
   927    0.15242E+04    0.29843E+02    0.60966E+02
   928    0.15128E+04    0.30143E+02    0.60624E+02
   929    0.15014E+04    0.30441E+02    0.60250E+02
   930    0.14900E+04    0.30738E+02    0.59848E+02
   931    0.14787E+04    0.31033E+02    0.59414E+02
   932    0.14675E+04    0.31326E+02    0.58953E+02
   933    0.14564E+04    0.31616E+02    0.58459E+02
   934    0.14453E+04    0.31905E+02    0.57939E+02
   935    0.14343E+04    0.32192E+02    0.57391E+02
   936    0.14234E+04    0.32476E+02    0.56812E+02
   937    0.14126E+04    0.32758E+02    0.56208E+02
   938    0.14018E+04    0.33036E+02    0.55573E+02
   939    0.13911E+04    0.33313E+02    0.54913E+02
   940    0.13806E+04    0.33586E+02    0.54224E+02
   941    0.13701E+04    0.33857E+02    0.53510E+02
   942    0.13597E+04    0.34124E+02    0.52768E+02
   943    0.13494E+04    0.34389E+02    0.52003E+02
   944    0.13392E+04    0.34649E+02    0.51210E+02
   945    0.13291E+04    0.34907E+02    0.50394E+02
   946    0.13191E+04    0.35161E+02    0.49550E+02
   947    0.13092E+04    0.35412E+02    0.48685E+02
   948    0.12994E+04    0.35658E+02    0.47793E+02
   949    0.12898E+04    0.35902E+02    0.46881E+02
   950    0.12802E+04    0.36141E+02    0.45943E+02
   951    0.12708E+04    0.36376E+02    0.44985E+02
   952    0.12614E+04    0.36607E+02    0.44002E+02
   953    0.12522E+04    0.36834E+02    0.43000E+02
   954    0.12431E+04    0.37057E+02    0.41974E+02
   955    0.12342E+04    0.37275E+02    0.40930E+02
   956    0.12253E+04    0.37489E+02    0.39864E+02
   957    0.12166E+04    0.37699E+02    0.38781E+02
   958    0.12080E+04    0.37903E+02    0.37676E+02
   959    0.11995E+04    0.38104E+02    0.36555E+02
   960    0.11912E+04    0.38299E+02    0.35412E+02
   961    0.11830E+04    0.38490E+02    0.34254E+02
   962    0.11749E+04    0.38676E+02    0.33077E+02
   963    0.11670E+04    0.38857E+02    0.31886E+02
   964    0.11592E+04    0.39033E+02    0.30677E+02
   965    0.11515E+04    0.39204E+02    0.29454E+02
   966    0.11440E+04    0.39369E+02    0.28214E+02
   967    0.11366E+04    0.39530E+02    0.26961E+02
   968    0.11293E+04    0.39684E+02    0.25692E+02
   969    0.11222E+04    0.39834E+02    0.24412E+02
   970    0.11152E+04    0.39979E+02    0.23117E+02
   971    0.11084E+04    0.40118E+02    0.21813E+02
   972    0.11017E+04    0.40251E+02    0.20495E+02
   973    0.10952E+04    0.40379E+02    0.19167E+02
   974    0.10888E+04    0.40500E+02    0.17827E+02
   975    0.10825E+04    0.40617E+02    0.16478E+02
   976    0.10764E+04    0.40728E+02    0.15118E+02
   977    0.10705E+04    0.40833E+02    0.13751E+02
   978    0.10647E+04    0.40933E+02    0.12376E+02
   979    0.10590E+04    0.41026E+02    0.10992E+02
   980    0.10535E+04    0.41114E+02    0.96020E+01
   981    0.10481E+04    0.41195E+02    0.82042E+01
   982    0.10429E+04    0.41271E+02    0.68017E+01
   983    0.10378E+04    0.41340E+02    0.53919E+01
   984    0.10329E+04    0.41405E+02    0.39787E+01
   985    0.10281E+04    0.41462E+02    0.25600E+01
   986    0.10235E+04    0.41514E+02    0.11392E+01
   987    0.10190E+04    0.41560E+02   -0.28556E+00
   988    0.10147E+04    0.41600E+02   -0.17114E+01
   989    0.10105E+04    0.41633E+02   -0.31403E+01
   990    0.10065E+04    0.41661E+02   -0.45697E+01
   991    0.10026E+04    0.41682E+02   -0.60014E+01
   992    0.99890E+03    0.41698E+02   -0.74319E+01
   993    0.99531E+03    0.41707E+02   -0.88635E+01
   994    0.99187E+03    0.41711E+02   -0.10293E+02
   995    0.98857E+03    0.41708E+02   -0.11721E+02
   996    0.98543E+03    0.41700E+02   -0.13146E+02
   997    0.98242E+03    0.41685E+02   -0.14569E+02
   998    0.97957E+03    0.41664E+02   -0.15988E+02
   999    0.97685E+03    0.41637E+02   -0.17405E+02
  1000    0.97428E+03    0.41604E+02   -0.18816E+02
  1001    0.97186E+03    0.41565E+02   -0.20224E+02
  1002    0.96957E+03    0.41520E+02   -0.21625E+02
  1003    0.96742E+03    0.41469E+02   -0.23021E+02
  1004    0.96542E+03    0.41413E+02   -0.24410E+02
  1005    0.96355E+03    0.41350E+02   -0.25792E+02
  1006    0.96182E+03    0.41282E+02   -0.27166E+02
  1007    0.96022E+03    0.41207E+02   -0.28532E+02
  1008    0.95876E+03    0.41127E+02   -0.29889E+02
  1009    0.95744E+03    0.41040E+02   -0.31238E+02
  1010    0.95624E+03    0.40948E+02   -0.32576E+02
  1011    0.95518E+03    0.40850E+02   -0.33905E+02
  1012    0.95425E+03    0.40748E+02   -0.35224E+02
  1013    0.95345E+03    0.40639E+02   -0.36531E+02
  1014    0.95277E+03    0.40525E+02   -0.37826E+02
